Down,Ydstogo,Line,Value
3,64,13,-1.912
3,65,13,-1.912
3,66,13,-1.912
3,67,13,-1.912
3,68,13,-1.912
3,69,13,-1.912
3,70,13,-1.912
3,71,13,-1.912
3,72,13,-1.912
3,73,13,-1.912
3,74,13,-1.912
3,75,13,-1.912
3,76,13,-1.912
3,77,13,-1.912
3,78,13,-1.912
3,79,13,-1.912
3,80,13,-1.912
3,81,13,-1.912
3,82,13,-1.912
3,83,13,-1.912
3,84,13,-1.912
3,85,13,-1.912
3,86,13,-1.912
3,87,13,-1.912
4,1,13,-1.964
4,2,13,-2.119
4,3,13,-2.12
4,4,13,-2.12
4,5,13,-2.12
4,6,13,-2.124
4,7,13,-2.13
4,8,13,-2.139
4,9,13,-2.148
4,10,13,-2.156
4,11,13,-2.163
4,12,13,-2.169
4,13,13,-2.173
4,14,13,-2.176
4,15,13,-2.178
4,16,13,-2.18
4,17,13,-2.181
4,18,13,-2.181
4,19,13,-2.182
4,20,13,-2.182
4,21,13,-2.182
4,22,13,-2.182
4,23,13,-2.182
4,24,13,-2.182
4,25,13,-2.182
4,26,13,-2.182
4,27,13,-2.182
4,28,13,-2.182
4,29,13,-2.182
4,30,13,-2.182
4,31,13,-2.182
4,32,13,-2.182
4,33,13,-2.182
4,34,13,-2.182
4,35,13,-2.182
4,36,13,-2.182
4,37,13,-2.182
4,38,13,-2.182
4,39,13,-2.182
4,40,13,-2.182
4,41,13,-2.182
4,42,13,-2.182
4,43,13,-2.182
4,44,13,-2.182
4,45,13,-2.182
4,46,13,-2.182
4,47,13,-2.182
4,48,13,-2.182
4,49,13,-2.182
4,50,13,-2.182
4,51,13,-2.182
4,52,13,-2.182
4,53,13,-2.182
4,54,13,-2.182
4,55,13,-2.182
4,56,13,-2.182
4,57,13,-2.182
4,58,13,-2.182
4,59,13,-2.182
4,60,13,-2.182
4,61,13,-2.182
4,62,13,-2.182
4,63,13,-2.182
4,64,13,-2.182
4,65,13,-2.182
4,66,13,-2.182
4,67,13,-2.182
4,68,13,-2.182
4,69,13,-2.182
4,70,13,-2.182
4,71,13,-2.182
4,72,13,-2.182
4,73,13,-2.182
4,74,13,-2.182
4,75,13,-2.182
4,76,13,-2.182
4,77,13,-2.182
4,78,13,-2.182
4,79,13,-2.182
4,80,13,-2.182
4,81,13,-2.182
4,82,13,-2.182
4,83,13,-2.182
4,84,13,-2.182
4,85,13,-2.182
4,86,13,-2.182
4,87,13,-2.182
1,1,14,-0.428
1,2,14,-0.443
1,3,14,-0.459
1,4,14,-0.478
1,5,14,-0.501
1,6,14,-0.526
1,7,14,-0.556
1,8,14,-0.587
1,9,14,-0.62
1,10,14,-0.654
1,11,14,-0.691
1,12,14,-0.728
1,13,14,-0.765
1,14,14,-0.803
1,15,14,-0.84
1,16,14,-0.877
1,17,14,-0.913
1,18,14,-0.948
1,19,14,-0.982
1,20,14,-1.015
1,21,14,-1.048
1,22,14,-1.077
1,23,14,-1.105
1,24,14,-1.131
1,25,14,-1.154
1,26,14,-1.174
1,27,14,-1.193
1,28,14,-1.21
1,29,14,-1.226
1,30,14,-1.24
1,31,14,-1.253
1,32,14,-1.265
1,33,14,-1.276
1,34,14,-1.286
1,35,14,-1.295
1,36,14,-1.302
1,37,14,-1.309
1,38,14,-1.315
1,39,14,-1.32
1,40,14,-1.324
1,41,14,-1.328
1,42,14,-1.332
1,43,14,-1.335
1,44,14,-1.338
1,45,14,-1.34
1,46,14,-1.343
1,47,14,-1.344
1,48,14,-1.346
1,49,14,-1.348
1,50,14,-1.349
1,51,14,-1.35
1,52,14,-1.351
1,53,14,-1.352
1,54,14,-1.353
1,55,14,-1.354
1,56,14,-1.355
1,57,14,-1.355
1,58,14,-1.356
1,59,14,-1.356
1,60,14,-1.356
1,61,14,-1.357
1,62,14,-1.357
1,63,14,-1.357
1,64,14,-1.357
1,65,14,-1.358
1,66,14,-1.358
1,67,14,-1.358
1,68,14,-1.358
1,69,14,-1.358
1,70,14,-1.358
1,71,14,-1.358
1,72,14,-1.358
1,73,14,-1.358
1,74,14,-1.358
1,75,14,-1.358
1,76,14,-1.358
1,77,14,-1.358
1,78,14,-1.358
1,79,14,-1.358
1,80,14,-1.358
1,81,14,-1.358
1,82,14,-1.358
1,83,14,-1.358
1,84,14,-1.358
1,85,14,-1.358
1,86,14,-1.358
2,1,14,-0.595
2,2,14,-0.632
2,3,14,-0.671
2,4,14,-0.715
2,5,14,-0.764
2,6,14,-0.813
2,7,14,-0.866
2,8,14,-0.92
2,9,14,-0.973
2,10,14,-1.025
2,11,14,-1.076
2,12,14,-1.125
2,13,14,-1.171
2,14,14,-1.216
2,15,14,-1.257
2,16,14,-1.295
2,17,14,-1.33
2,18,14,-1.361
2,19,14,-1.39
2,20,14,-1.415
2,21,14,-1.441
2,22,14,-1.462
2,23,14,-1.481
2,24,14,-1.497
2,25,14,-1.511
2,26,14,-1.522
2,27,14,-1.532
2,28,14,-1.541
2,29,14,-1.548
2,30,14,-1.555
2,31,14,-1.56
2,32,14,-1.565
2,33,14,-1.569
2,34,14,-1.573
2,35,14,-1.575
2,36,14,-1.578
2,37,14,-1.58
2,38,14,-1.581
2,39,14,-1.583
2,40,14,-1.584
2,41,14,-1.585
2,42,14,-1.586
2,43,14,-1.586
2,44,14,-1.587
2,45,14,-1.587
2,46,14,-1.588
2,47,14,-1.588
2,48,14,-1.588
2,49,14,-1.588
2,50,14,-1.589
2,51,14,-1.589
2,52,14,-1.589
2,53,14,-1.589
2,54,14,-1.589
2,55,14,-1.589
2,56,14,-1.589
2,57,14,-1.59
2,58,14,-1.59
2,59,14,-1.59
2,60,14,-1.59
2,61,14,-1.59
2,62,14,-1.59
2,63,14,-1.59
2,64,14,-1.59
2,65,14,-1.59
2,66,14,-1.59
2,67,14,-1.59
2,68,14,-1.59
2,69,14,-1.59
2,70,14,-1.59
2,71,14,-1.59
2,72,14,-1.59
2,73,14,-1.59
2,74,14,-1.59
2,75,14,-1.59
2,76,14,-1.59
2,77,14,-1.59
2,78,14,-1.59
2,79,14,-1.59
2,80,14,-1.59
2,81,14,-1.59
2,82,14,-1.59
2,83,14,-1.59
2,84,14,-1.59
2,85,14,-1.59
2,86,14,-1.59
3,1,14,-0.967
3,2,14,-1.045
3,3,14,-1.104
3,4,14,-1.16
3,5,14,-1.219
3,6,14,-1.282
3,7,14,-1.351
3,8,14,-1.42
3,9,14,-1.483
3,10,14,-1.541
3,11,14,-1.59
3,12,14,-1.629
3,13,14,-1.663
3,14,14,-1.693
3,15,14,-1.721
3,16,14,-1.744
3,17,14,-1.763
3,18,14,-1.777
3,19,14,-1.789
3,20,14,-1.798
3,21,14,-1.809
3,22,14,-1.815
3,23,14,-1.82
3,24,14,-1.825
3,25,14,-1.829
3,26,14,-1.832
3,27,14,-1.834
3,28,14,-1.836
3,29,14,-1.837
3,30,14,-1.838
3,31,14,-1.839
3,32,14,-1.84
3,33,14,-1.84
3,34,14,-1.84
3,35,14,-1.841
3,36,14,-1.841
3,37,14,-1.841
3,38,14,-1.841
3,39,14,-1.841
3,40,14,-1.841
3,41,14,-1.841
3,42,14,-1.842
3,43,14,-1.842
3,44,14,-1.842
3,45,14,-1.842
3,46,14,-1.842
3,47,14,-1.842
3,48,14,-1.842
3,49,14,-1.842
3,50,14,-1.842
3,51,14,-1.842
3,52,14,-1.842
3,53,14,-1.842
3,54,14,-1.842
3,55,14,-1.842
3,56,14,-1.842
3,57,14,-1.842
3,58,14,-1.842
3,59,14,-1.842
3,60,14,-1.842
3,61,14,-1.842
3,62,14,-1.842
3,63,14,-1.842
3,64,14,-1.842
3,65,14,-1.842
3,66,14,-1.842
3,67,14,-1.842
3,68,14,-1.842
3,69,14,-1.842
3,70,14,-1.842
3,71,14,-1.842
3,72,14,-1.842
3,73,14,-1.842
3,74,14,-1.842
3,75,14,-1.842
3,76,14,-1.842
3,77,14,-1.842
3,78,14,-1.842
3,79,14,-1.842
3,80,14,-1.842
3,81,14,-1.842
3,82,14,-1.842
3,83,14,-1.842
3,84,14,-1.842
3,85,14,-1.842
3,86,14,-1.842
4,1,14,-1.899
4,2,14,-2.054
4,3,14,-2.055
4,4,14,-2.056
4,5,14,-2.056
4,6,14,-2.059
4,7,14,-2.065
4,8,14,-2.074
4,9,14,-2.083
4,10,14,-2.091
4,11,14,-2.098
4,12,14,-2.104
4,13,14,-2.108
4,14,14,-2.111
4,15,14,-2.113
4,16,14,-2.115
4,17,14,-2.116
4,18,14,-2.116
4,19,14,-2.117
4,20,14,-2.117
4,21,14,-2.117
4,22,14,-2.117
4,23,14,-2.117
4,24,14,-2.117
4,25,14,-2.117
4,26,14,-2.118
4,27,14,-2.118
4,28,14,-2.118
4,29,14,-2.118
4,30,14,-2.118
4,31,14,-2.118
4,32,14,-2.118
4,33,14,-2.118
4,34,14,-2.118
4,35,14,-2.118
4,36,14,-2.118
4,37,14,-2.118
4,38,14,-2.118
4,39,14,-2.118
4,40,14,-2.118
4,41,14,-2.118
4,42,14,-2.118
4,43,14,-2.118
4,44,14,-2.118
4,45,14,-2.118
4,46,14,-2.118
4,47,14,-2.118
4,48,14,-2.118
4,49,14,-2.118
4,50,14,-2.118
4,51,14,-2.118
4,52,14,-2.118
4,53,14,-2.118
4,54,14,-2.118
4,55,14,-2.118
4,56,14,-2.118
4,57,14,-2.118
4,58,14,-2.118
4,59,14,-2.118
4,60,14,-2.118
4,61,14,-2.118
4,62,14,-2.118
4,63,14,-2.118
4,64,14,-2.118
4,65,14,-2.118
4,66,14,-2.118
4,67,14,-2.118
4,68,14,-2.118
4,69,14,-2.118
4,70,14,-2.118
4,71,14,-2.118
4,72,14,-2.118
4,73,14,-2.118
4,74,14,-2.118
4,75,14,-2.118
4,76,14,-2.118
4,77,14,-2.118
4,78,14,-2.118
4,79,14,-2.118
4,80,14,-2.118
4,81,14,-2.118
4,82,14,-2.118
4,83,14,-2.118
4,84,14,-2.118
4,85,14,-2.118
4,86,14,-2.118
1,1,15,-0.357
1,2,15,-0.371
1,3,15,-0.386
1,4,15,-0.406
1,5,15,-0.429
1,6,15,-0.455
1,7,15,-0.484
1,8,15,-0.514
1,9,15,-0.548
1,10,15,-0.583
1,11,15,-0.619
1,12,15,-0.656
1,13,15,-0.693
1,14,15,-0.731
1,15,15,-0.768
1,16,15,-0.805
1,17,15,-0.841
1,18,15,-0.876
1,19,15,-0.91
1,20,15,-0.945
1,21,15,-0.976
1,22,15,-1.006
1,23,15,-1.034
1,24,15,-1.058
1,25,15,-1.081
1,26,15,-1.101
1,27,15,-1.119
1,28,15,-1.137
1,29,15,-1.152
1,30,15,-1.167
1,31,15,-1.181
1,32,15,-1.193
1,33,15,-1.204
1,34,15,-1.214
1,35,15,-1.223
1,36,15,-1.23
1,37,15,-1.237
1,38,15,-1.243
1,39,15,-1.248
1,40,15,-1.253
1,41,15,-1.257
1,42,15,-1.261
1,43,15,-1.264
1,44,15,-1.267
1,45,15,-1.27
1,46,15,-1.272
1,47,15,-1.274
1,48,15,-1.276
1,49,15,-1.277
1,50,15,-1.279
1,51,15,-1.28
1,52,15,-1.281
1,53,15,-1.282
1,54,15,-1.283
1,55,15,-1.284
1,56,15,-1.285
1,57,15,-1.285
1,58,15,-1.286
1,59,15,-1.286
1,60,15,-1.286
1,61,15,-1.287
1,62,15,-1.287
1,63,15,-1.287
1,64,15,-1.287
1,65,15,-1.288
1,66,15,-1.288
1,67,15,-1.288
1,68,15,-1.288
1,69,15,-1.288
1,70,15,-1.288
1,71,15,-1.288
1,72,15,-1.288
1,73,15,-1.288
1,74,15,-1.288
1,75,15,-1.288
1,76,15,-1.288
1,77,15,-1.288
1,78,15,-1.288
1,79,15,-1.288
1,80,15,-1.288
1,81,15,-1.288
1,82,15,-1.288
1,83,15,-1.288
1,84,15,-1.288
1,85,15,-1.288
2,1,15,-0.524
2,2,15,-0.557
2,3,15,-0.595
2,4,15,-0.641
2,5,15,-0.69
2,6,15,-0.741
2,7,15,-0.793
2,8,15,-0.845
2,9,15,-0.899
2,10,15,-0.952
2,11,15,-1.002
2,12,15,-1.05
2,13,15,-1.097
2,14,15,-1.141
2,15,15,-1.182
2,16,15,-1.221
2,17,15,-1.256
2,18,15,-1.287
2,19,15,-1.316
2,20,15,-1.345
2,21,15,-1.368
2,22,15,-1.389
2,23,15,-1.408
2,24,15,-1.423
2,25,15,-1.437
2,26,15,-1.448
2,27,15,-1.458
2,28,15,-1.466
2,29,15,-1.474
2,30,15,-1.481
2,31,15,-1.486
2,32,15,-1.491
2,33,15,-1.495
2,34,15,-1.499
2,35,15,-1.502
2,36,15,-1.504
2,37,15,-1.506
2,38,15,-1.508
2,39,15,-1.509
2,40,15,-1.51
2,41,15,-1.511
2,42,15,-1.512
2,43,15,-1.512
2,44,15,-1.513
2,45,15,-1.514
2,46,15,-1.514
2,47,15,-1.514
2,48,15,-1.515
2,49,15,-1.515
2,50,15,-1.515
2,51,15,-1.515
2,52,15,-1.515
2,53,15,-1.516
2,54,15,-1.516
2,55,15,-1.516
2,56,15,-1.516
2,57,15,-1.516
2,58,15,-1.516
2,59,15,-1.516
2,60,15,-1.516
2,61,15,-1.516
2,62,15,-1.516
2,63,15,-1.516
2,64,15,-1.516
2,65,15,-1.516
2,66,15,-1.516
2,67,15,-1.516
2,68,15,-1.516
2,69,15,-1.516
2,70,15,-1.516
2,71,15,-1.516
2,72,15,-1.516
2,73,15,-1.516
2,74,15,-1.516
2,75,15,-1.516
2,76,15,-1.516
2,77,15,-1.516
2,78,15,-1.516
2,79,15,-1.516
2,80,15,-1.516
2,81,15,-1.516
2,82,15,-1.516
2,83,15,-1.516
2,84,15,-1.516
2,85,15,-1.516
3,1,15,-0.898
3,2,15,-0.959
3,3,15,-1.017
3,4,15,-1.074
3,5,15,-1.135
3,6,15,-1.201
3,7,15,-1.269
3,8,15,-1.336
3,9,15,-1.401
3,10,15,-1.459
3,11,15,-1.506
3,12,15,-1.544
3,13,15,-1.578
3,14,15,-1.609
3,15,15,-1.637
3,16,15,-1.662
3,17,15,-1.682
3,18,15,-1.697
3,19,15,-1.709
3,20,15,-1.722
3,21,15,-1.73
3,22,15,-1.736
3,23,15,-1.741
3,24,15,-1.746
3,25,15,-1.749
3,26,15,-1.752
3,27,15,-1.754
3,28,15,-1.756
3,29,15,-1.757
3,30,15,-1.758
3,31,15,-1.759
3,32,15,-1.759
3,33,15,-1.76
3,34,15,-1.76
3,35,15,-1.76
3,36,15,-1.761
3,37,15,-1.761
3,38,15,-1.761
3,39,15,-1.761
3,40,15,-1.761
3,41,15,-1.761
3,42,15,-1.761
3,43,15,-1.761
3,44,15,-1.761
3,45,15,-1.761
3,46,15,-1.761
3,47,15,-1.761
3,48,15,-1.761
3,49,15,-1.761
3,50,15,-1.761
3,51,15,-1.761
3,52,15,-1.761
3,53,15,-1.761
3,54,15,-1.761
3,55,15,-1.761
3,56,15,-1.761
3,57,15,-1.761
3,58,15,-1.761
3,59,15,-1.761
3,60,15,-1.761
3,61,15,-1.761
3,62,15,-1.761
3,63,15,-1.761
3,64,15,-1.761
3,65,15,-1.761
3,66,15,-1.761
3,67,15,-1.761
3,68,15,-1.761
3,69,15,-1.761
3,70,15,-1.761
3,71,15,-1.761
3,72,15,-1.761
3,73,15,-1.761
3,74,15,-1.761
3,75,15,-1.761
3,76,15,-1.761
3,77,15,-1.761
3,78,15,-1.761
3,79,15,-1.761
3,80,15,-1.761
3,81,15,-1.761
3,82,15,-1.761
3,83,15,-1.761
3,84,15,-1.761
3,85,15,-1.761
4,1,15,-1.834
4,2,15,-1.909
4,3,15,-1.914
4,4,15,-1.921
4,5,15,-1.93
4,6,15,-1.94
4,7,15,-1.95
4,8,15,-1.96
4,9,15,-1.969
4,10,15,-1.977
4,11,15,-1.984
4,12,15,-1.99
4,13,15,-1.994
4,14,15,-1.998
4,15,15,-2.001
4,16,15,-2.003
4,17,15,-2.005
4,18,15,-2.007
4,19,15,-2.008
4,20,15,-2.008
4,21,15,-2.009
4,22,15,-2.009
4,23,15,-2.01
4,24,15,-2.01
4,25,15,-2.01
4,26,15,-2.01
4,27,15,-2.01
4,28,15,-2.01
4,29,15,-2.01
4,30,15,-2.01
4,31,15,-2.01
4,32,15,-2.01
4,33,15,-2.01
4,34,15,-2.01
4,35,15,-2.01
4,36,15,-2.01
4,37,15,-2.01
4,38,15,-2.01
4,39,15,-2.01
4,40,15,-2.01
4,41,15,-2.01
4,42,15,-2.01
4,43,15,-2.01
4,44,15,-2.01
4,45,15,-2.01
4,46,15,-2.01
4,47,15,-2.01
4,48,15,-2.01
4,49,15,-2.01
4,50,15,-2.01
4,51,15,-2.01
4,52,15,-2.01
4,53,15,-2.01
4,54,15,-2.01
4,55,15,-2.01
4,56,15,-2.01
4,57,15,-2.01
4,58,15,-2.01
4,59,15,-2.01
4,60,15,-2.01
4,61,15,-2.01
4,62,15,-2.01
4,63,15,-2.01
4,64,15,-2.01
4,65,15,-2.01
4,66,15,-2.01
4,67,15,-2.01
4,68,15,-2.01
4,69,15,-2.01
4,70,15,-2.01
4,71,15,-2.01
4,72,15,-2.01
4,73,15,-2.01
4,74,15,-2.01
4,75,15,-2.01
4,76,15,-2.01
4,77,15,-2.01
4,78,15,-2.01
4,79,15,-2.01
4,80,15,-2.01
4,81,15,-2.01
4,82,15,-2.01
4,83,15,-2.01
4,84,15,-2.01
4,85,15,-2.01
1,1,16,-0.285
1,2,16,-0.299
1,3,16,-0.315
1,4,16,-0.335
1,5,16,-0.359
1,6,16,-0.384
1,7,16,-0.412
1,8,16,-0.443
1,9,16,-0.477
1,10,16,-0.512
1,11,16,-0.547
1,12,16,-0.584
1,13,16,-0.622
1,14,16,-0.659
1,15,16,-0.696
1,16,16,-0.733
1,17,16,-0.769
1,18,16,-0.805
1,19,16,-0.841
1,20,16,-0.874
1,21,16,-0.905
1,22,16,-0.935
1,23,16,-0.961
1,24,16,-0.985
1,25,16,-1.007
1,26,16,-1.028
1,27,16,-1.047
1,28,16,-1.064
1,29,16,-1.081
1,30,16,-1.095
1,31,16,-1.109
1,32,16,-1.122
1,33,16,-1.133
1,34,16,-1.143
1,35,16,-1.151
1,36,16,-1.159
1,37,16,-1.166
1,38,16,-1.172
1,39,16,-1.177
1,40,16,-1.183
1,41,16,-1.187
1,42,16,-1.191
1,43,16,-1.194
1,44,16,-1.197
1,45,16,-1.199
1,46,16,-1.202
1,47,16,-1.204
1,48,16,-1.206
1,49,16,-1.207
1,50,16,-1.209
1,51,16,-1.21
1,52,16,-1.212
1,53,16,-1.213
1,54,16,-1.214
1,55,16,-1.214
1,56,16,-1.215
1,57,16,-1.216
1,58,16,-1.216
1,59,16,-1.217
1,60,16,-1.217
1,61,16,-1.217
1,62,16,-1.218
1,63,16,-1.218
1,64,16,-1.218
1,65,16,-1.218
1,66,16,-1.218
1,67,16,-1.218
1,68,16,-1.219
1,69,16,-1.219
1,70,16,-1.219
1,71,16,-1.219
1,72,16,-1.219
1,73,16,-1.219
1,74,16,-1.219
1,75,16,-1.219
1,76,16,-1.219
1,77,16,-1.219
1,78,16,-1.219
1,79,16,-1.219
1,80,16,-1.219
1,81,16,-1.219
1,82,16,-1.219
1,83,16,-1.219
1,84,16,-1.219
2,1,16,-0.451
2,2,16,-0.484
2,3,16,-0.524
2,4,16,-0.571
2,5,16,-0.621
2,6,16,-0.67
2,7,16,-0.721
2,8,16,-0.774
2,9,16,-0.828
2,10,16,-0.881
2,11,16,-0.931
2,12,16,-0.979
2,13,16,-1.025
2,14,16,-1.069
2,15,16,-1.11
2,16,16,-1.149
2,17,16,-1.184
2,18,16,-1.215
2,19,16,-1.247
2,20,16,-1.273
2,21,16,-1.296
2,22,16,-1.317
2,23,16,-1.335
2,24,16,-1.35
2,25,16,-1.363
2,26,16,-1.375
2,27,16,-1.385
2,28,16,-1.394
2,29,16,-1.401
2,30,16,-1.408
2,31,16,-1.414
2,32,16,-1.419
2,33,16,-1.423
2,34,16,-1.426
2,35,16,-1.429
2,36,16,-1.432
2,37,16,-1.434
2,38,16,-1.435
2,39,16,-1.437
2,40,16,-1.438
2,41,16,-1.439
2,42,16,-1.44
2,43,16,-1.44
2,44,16,-1.441
2,45,16,-1.442
2,46,16,-1.442
2,47,16,-1.442
2,48,16,-1.443
2,49,16,-1.443
2,50,16,-1.443
2,51,16,-1.443
2,52,16,-1.444
2,53,16,-1.444
2,54,16,-1.444
2,55,16,-1.444
2,56,16,-1.444
2,57,16,-1.444
2,58,16,-1.444
2,59,16,-1.444
2,60,16,-1.444
2,61,16,-1.444
2,62,16,-1.444
2,63,16,-1.444
2,64,16,-1.444
2,65,16,-1.444
2,66,16,-1.444
2,67,16,-1.444
2,68,16,-1.444
2,69,16,-1.444
2,70,16,-1.444
2,71,16,-1.444
2,72,16,-1.444
2,73,16,-1.444
2,74,16,-1.444
2,75,16,-1.444
2,76,16,-1.444
2,77,16,-1.444
2,78,16,-1.444
2,79,16,-1.444
2,80,16,-1.444
2,81,16,-1.444
2,82,16,-1.444
2,83,16,-1.444
2,84,16,-1.444
3,1,16,-0.824
3,2,16,-0.885
3,3,16,-0.947
3,4,16,-1.006
3,5,16,-1.069
3,6,16,-1.133
3,7,16,-1.2
3,8,16,-1.269
3,9,16,-1.333
3,10,16,-1.391
3,11,16,-1.438
3,12,16,-1.475
3,13,16,-1.509
3,14,16,-1.539
3,15,16,-1.567
3,16,16,-1.591
3,17,16,-1.61
3,18,16,-1.625
3,19,16,-1.64
3,20,16,-1.65
3,21,16,-1.657
3,22,16,-1.664
3,23,16,-1.669
3,24,16,-1.673
3,25,16,-1.676
3,26,16,-1.679
3,27,16,-1.681
3,28,16,-1.683
3,29,16,-1.684
3,30,16,-1.685
3,31,16,-1.686
3,32,16,-1.687
3,33,16,-1.687
3,34,16,-1.687
3,35,16,-1.688
3,36,16,-1.688
3,37,16,-1.688
3,38,16,-1.688
3,39,16,-1.688
3,40,16,-1.688
3,41,16,-1.688
3,42,16,-1.688
3,43,16,-1.689
3,44,16,-1.689
3,45,16,-1.689
3,46,16,-1.689
3,47,16,-1.689
3,48,16,-1.689
3,49,16,-1.689
3,50,16,-1.689
3,51,16,-1.689
3,52,16,-1.689
3,53,16,-1.689
3,54,16,-1.689
3,55,16,-1.689
3,56,16,-1.689
3,57,16,-1.689
3,58,16,-1.689
3,59,16,-1.689
3,60,16,-1.689
3,61,16,-1.689
3,62,16,-1.689
3,63,16,-1.689
3,64,16,-1.689
3,65,16,-1.689
3,66,16,-1.689
3,67,16,-1.689
3,68,16,-1.689
3,69,16,-1.689
3,70,16,-1.689
3,71,16,-1.689
3,72,16,-1.689
3,73,16,-1.689
3,74,16,-1.689
3,75,16,-1.689
3,76,16,-1.689
3,77,16,-1.689
3,78,16,-1.689
3,79,16,-1.689
3,80,16,-1.689
3,81,16,-1.689
3,82,16,-1.689
3,83,16,-1.689
3,84,16,-1.689
4,1,16,-1.769
4,2,16,-1.848
4,3,16,-1.856
4,4,16,-1.866
4,5,16,-1.878
4,6,16,-1.89
4,7,16,-1.901
4,8,16,-1.911
4,9,16,-1.919
4,10,16,-1.925
4,11,16,-1.93
4,12,16,-1.933
4,13,16,-1.936
4,14,16,-1.938
4,15,16,-1.939
4,16,16,-1.94
4,17,16,-1.941
4,18,16,-1.941
4,19,16,-1.941
4,20,16,-1.942
4,21,16,-1.942
4,22,16,-1.942
4,23,16,-1.942
4,24,16,-1.942
4,25,16,-1.942
4,26,16,-1.942
4,27,16,-1.942
4,28,16,-1.942
4,29,16,-1.942
4,30,16,-1.942
4,31,16,-1.942
4,32,16,-1.942
4,33,16,-1.942
4,34,16,-1.942
4,35,16,-1.942
4,36,16,-1.942
4,37,16,-1.942
4,38,16,-1.942
4,39,16,-1.942
4,40,16,-1.942
4,41,16,-1.942
4,42,16,-1.942
4,43,16,-1.942
4,44,16,-1.942
4,45,16,-1.942
4,46,16,-1.942
4,47,16,-1.942
4,48,16,-1.942
4,49,16,-1.942
4,50,16,-1.942
4,51,16,-1.942
4,52,16,-1.942
4,53,16,-1.942
4,54,16,-1.942
4,55,16,-1.942
4,56,16,-1.942
4,57,16,-1.942
4,58,16,-1.942
4,59,16,-1.942
4,60,16,-1.942
4,61,16,-1.942
4,62,16,-1.942
4,63,16,-1.942
4,64,16,-1.942
4,65,16,-1.942
4,66,16,-1.942
4,67,16,-1.942
4,68,16,-1.942
4,69,16,-1.942
4,70,16,-1.942
4,71,16,-1.942
4,72,16,-1.942
4,73,16,-1.942
4,74,16,-1.942
4,75,16,-1.942
4,76,16,-1.942
4,77,16,-1.942
4,78,16,-1.942
4,79,16,-1.942
4,80,16,-1.942
4,81,16,-1.942
4,82,16,-1.942
4,83,16,-1.942
4,84,16,-1.942
1,1,17,-0.214
1,2,17,-0.228
1,3,17,-0.245
1,4,17,-0.266
1,5,17,-0.289
1,6,17,-0.313
1,7,17,-0.341
1,8,17,-0.373
1,9,17,-0.406
1,10,17,-0.441
1,11,17,-0.476
1,12,17,-0.513
1,13,17,-0.55
1,14,17,-0.587
1,15,17,-0.624
1,16,17,-0.662
1,17,17,-0.698
1,18,17,-0.736
1,19,17,-0.77
1,20,17,-0.803
1,21,17,-0.834
1,22,17,-0.862
1,23,17,-0.888
1,24,17,-0.912
1,25,17,-0.934
1,26,17,-0.955
1,27,17,-0.974
1,28,17,-0.992
1,29,17,-1.009
1,30,17,-1.024
1,31,17,-1.038
1,32,17,-1.051
1,33,17,-1.062
1,34,17,-1.071
1,35,17,-1.08
1,36,17,-1.088
1,37,17,-1.095
1,38,17,-1.102
1,39,17,-1.108
1,40,17,-1.112
1,41,17,-1.117
1,42,17,-1.121
1,43,17,-1.124
1,44,17,-1.127
1,45,17,-1.13
1,46,17,-1.132
1,47,17,-1.134
1,48,17,-1.136
1,49,17,-1.138
1,50,17,-1.14
1,51,17,-1.142
1,52,17,-1.143
1,53,17,-1.144
1,54,17,-1.145
1,55,17,-1.146
1,56,17,-1.146
1,57,17,-1.147
1,58,17,-1.148
1,59,17,-1.148
1,60,17,-1.149
1,61,17,-1.149
1,62,17,-1.149
1,63,17,-1.149
1,64,17,-1.15
1,65,17,-1.15
1,66,17,-1.15
1,67,17,-1.15
1,68,17,-1.15
1,69,17,-1.15
1,70,17,-1.15
1,71,17,-1.15
1,72,17,-1.15
1,73,17,-1.15
1,74,17,-1.15
1,75,17,-1.15
1,76,17,-1.15
1,77,17,-1.15
1,78,17,-1.15
1,79,17,-1.15
1,80,17,-1.15
1,81,17,-1.15
1,82,17,-1.15
1,83,17,-1.15
2,1,17,-0.378
2,2,17,-0.415
2,3,17,-0.456
2,4,17,-0.505
2,5,17,-0.554
2,6,17,-0.601
2,7,17,-0.652
2,8,17,-0.705
2,9,17,-0.759
2,10,17,-0.811
2,11,17,-0.861
2,12,17,-0.909
2,13,17,-0.954
2,14,17,-0.998
2,15,17,-1.039
2,16,17,-1.078
2,17,17,-1.113
2,18,17,-1.147
2,19,17,-1.176
2,20,17,-1.202
2,21,17,-1.225
2,22,17,-1.245
2,23,17,-1.263
2,24,17,-1.278
2,25,17,-1.291
2,26,17,-1.302
2,27,17,-1.312
2,28,17,-1.322
2,29,17,-1.329
2,30,17,-1.336
2,31,17,-1.342
2,32,17,-1.347
2,33,17,-1.351
2,34,17,-1.355
2,35,17,-1.358
2,36,17,-1.36
2,37,17,-1.362
2,38,17,-1.364
2,39,17,-1.365
2,40,17,-1.366
2,41,17,-1.368
2,42,17,-1.368
2,43,17,-1.369
2,44,17,-1.37
2,45,17,-1.37
2,46,17,-1.371
2,47,17,-1.371
2,48,17,-1.372
2,49,17,-1.372
2,50,17,-1.372
2,51,17,-1.372
2,52,17,-1.373
2,53,17,-1.373
2,54,17,-1.373
2,55,17,-1.373
2,56,17,-1.373
2,57,17,-1.373
