Down,Ydstogo,Line,Value
4,13,1,-3.057
4,14,1,-3.058
4,15,1,-3.059
4,16,1,-3.059
4,17,1,-3.059
4,18,1,-3.059
4,19,1,-3.059
4,20,1,-3.059
4,21,1,-3.059
4,22,1,-3.059
4,23,1,-3.059
4,24,1,-3.059
4,25,1,-3.059
4,26,1,-3.059
4,27,1,-3.059
4,28,1,-3.059
4,29,1,-3.059
4,30,1,-3.059
4,31,1,-3.059
4,32,1,-3.059
4,33,1,-3.059
4,34,1,-3.059
4,35,1,-3.059
4,36,1,-3.059
4,37,1,-3.059
4,38,1,-3.059
4,39,1,-3.059
4,40,1,-3.059
4,41,1,-3.059
4,42,1,-3.059
4,43,1,-3.059
4,44,1,-3.059
4,45,1,-3.059
4,46,1,-3.059
4,47,1,-3.059
4,48,1,-3.059
4,49,1,-3.059
4,50,1,-3.059
4,51,1,-3.059
4,52,1,-3.059
4,53,1,-3.059
4,54,1,-3.059
4,55,1,-3.059
4,56,1,-3.059
4,57,1,-3.059
4,58,1,-3.059
4,59,1,-3.059
4,60,1,-3.059
4,61,1,-3.059
4,62,1,-3.059
4,63,1,-3.059
4,64,1,-3.059
4,65,1,-3.059
4,66,1,-3.059
4,67,1,-3.059
4,68,1,-3.059
4,69,1,-3.059
4,70,1,-3.059
4,71,1,-3.059
4,72,1,-3.059
4,73,1,-3.059
4,74,1,-3.059
4,75,1,-3.059
4,76,1,-3.059
4,77,1,-3.059
4,78,1,-3.059
4,79,1,-3.059
4,80,1,-3.059
4,81,1,-3.059
4,82,1,-3.059
4,83,1,-3.059
4,84,1,-3.059
4,85,1,-3.059
4,86,1,-3.059
4,87,1,-3.059
4,88,1,-3.059
4,89,1,-3.059
4,90,1,-3.059
4,91,1,-3.059
4,92,1,-3.059
4,93,1,-3.059
4,94,1,-3.059
4,95,1,-3.059
4,96,1,-3.059
4,97,1,-3.059
4,98,1,-3.059
4,99,1,-3.059
1,1,2,-1.53
1,2,2,-1.54
1,3,2,-1.548
1,4,2,-1.558
1,5,2,-1.572
1,6,2,-1.589
1,7,2,-1.61
1,8,2,-1.634
1,9,2,-1.661
1,10,2,-1.689
1,11,2,-1.719
1,12,2,-1.75
1,13,2,-1.781
1,14,2,-1.814
1,15,2,-1.847
1,16,2,-1.879
1,17,2,-1.915
1,18,2,-1.949
1,19,2,-1.983
1,20,2,-2.014
1,21,2,-2.043
1,22,2,-2.071
1,23,2,-2.098
1,24,2,-2.123
1,25,2,-2.145
1,26,2,-2.166
1,27,2,-2.185
1,28,2,-2.203
1,29,2,-2.218
1,30,2,-2.232
1,31,2,-2.245
1,32,2,-2.257
1,33,2,-2.269
1,34,2,-2.278
1,35,2,-2.287
1,36,2,-2.294
1,37,2,-2.3
1,38,2,-2.305
1,39,2,-2.31
1,40,2,-2.314
1,41,2,-2.317
1,42,2,-2.32
1,43,2,-2.323
1,44,2,-2.325
1,45,2,-2.328
1,46,2,-2.329
1,47,2,-2.331
1,48,2,-2.332
1,49,2,-2.333
1,50,2,-2.334
1,51,2,-2.335
1,52,2,-2.336
1,53,2,-2.336
1,54,2,-2.337
1,55,2,-2.337
1,56,2,-2.337
1,57,2,-2.338
1,58,2,-2.338
1,59,2,-2.338
1,60,2,-2.338
1,61,2,-2.338
1,62,2,-2.339
1,63,2,-2.339
1,64,2,-2.339
1,65,2,-2.339
1,66,2,-2.339
1,67,2,-2.339
1,68,2,-2.339
1,69,2,-2.339
1,70,2,-2.339
1,71,2,-2.339
1,72,2,-2.339
1,73,2,-2.339
1,74,2,-2.339
1,75,2,-2.339
1,76,2,-2.339
1,77,2,-2.339
1,78,2,-2.339
1,79,2,-2.339
1,80,2,-2.339
1,81,2,-2.339
1,82,2,-2.339
1,83,2,-2.339
1,84,2,-2.339
1,85,2,-2.339
1,86,2,-2.339
1,87,2,-2.339
1,88,2,-2.339
1,89,2,-2.339
1,90,2,-2.339
1,91,2,-2.339
1,92,2,-2.339
1,93,2,-2.339
1,94,2,-2.339
1,95,2,-2.339
1,96,2,-2.339
1,97,2,-2.339
1,98,2,-2.339
2,1,2,-1.617
2,2,2,-1.65
2,3,2,-1.679
2,4,2,-1.713
2,5,2,-1.75
2,6,2,-1.792
2,7,2,-1.838
2,8,2,-1.886
2,9,2,-1.937
2,10,2,-1.988
2,11,2,-2.036
2,12,2,-2.083
2,13,2,-2.126
2,14,2,-2.169
2,15,2,-2.208
2,16,2,-2.245
2,17,2,-2.283
2,18,2,-2.316
2,19,2,-2.346
2,20,2,-2.373
2,21,2,-2.395
2,22,2,-2.416
2,23,2,-2.434
2,24,2,-2.45
2,25,2,-2.464
2,26,2,-2.476
2,27,2,-2.486
2,28,2,-2.495
2,29,2,-2.502
2,30,2,-2.509
2,31,2,-2.514
2,32,2,-2.519
2,33,2,-2.524
2,34,2,-2.527
2,35,2,-2.53
2,36,2,-2.532
2,37,2,-2.534
2,38,2,-2.536
2,39,2,-2.537
2,40,2,-2.538
2,41,2,-2.539
2,42,2,-2.54
2,43,2,-2.54
2,44,2,-2.541
2,45,2,-2.541
2,46,2,-2.541
2,47,2,-2.542
2,48,2,-2.542
2,49,2,-2.542
2,50,2,-2.542
2,51,2,-2.542
2,52,2,-2.542
2,53,2,-2.542
2,54,2,-2.543
2,55,2,-2.543
2,56,2,-2.543
2,57,2,-2.543
2,58,2,-2.543
2,59,2,-2.543
2,60,2,-2.543
2,61,2,-2.543
2,62,2,-2.543
2,63,2,-2.543
2,64,2,-2.543
2,65,2,-2.543
2,66,2,-2.543
2,67,2,-2.543
2,68,2,-2.543
2,69,2,-2.543
2,70,2,-2.543
2,71,2,-2.543
2,72,2,-2.543
2,73,2,-2.543
2,74,2,-2.543
2,75,2,-2.543
2,76,2,-2.543
2,77,2,-2.543
2,78,2,-2.543
2,79,2,-2.543
2,80,2,-2.543
2,81,2,-2.543
2,82,2,-2.543
2,83,2,-2.543
2,84,2,-2.543
2,85,2,-2.543
2,86,2,-2.543
2,87,2,-2.543
2,88,2,-2.543
2,89,2,-2.543
2,90,2,-2.543
2,91,2,-2.543
2,92,2,-2.543
2,93,2,-2.543
2,94,2,-2.543
2,95,2,-2.543
2,96,2,-2.543
2,97,2,-2.543
2,98,2,-2.543
3,1,2,-1.869
3,2,2,-1.956
3,3,2,-2.011
3,4,2,-2.067
3,5,2,-2.123
3,6,2,-2.183
3,7,2,-2.248
3,8,2,-2.316
3,9,2,-2.384
3,10,2,-2.445
3,11,2,-2.494
3,12,2,-2.534
3,13,2,-2.567
3,14,2,-2.598
3,15,2,-2.624
3,16,2,-2.649
3,17,2,-2.674
3,18,2,-2.693
3,19,2,-2.706
3,20,2,-2.717
3,21,2,-2.724
3,22,2,-2.731
3,23,2,-2.736
3,24,2,-2.74
3,25,2,-2.743
3,26,2,-2.745
3,27,2,-2.747
3,28,2,-2.749
3,29,2,-2.75
3,30,2,-2.751
3,31,2,-2.751
3,32,2,-2.752
3,33,2,-2.753
3,34,2,-2.753
3,35,2,-2.753
3,36,2,-2.753
3,37,2,-2.754
3,38,2,-2.754
3,39,2,-2.754
3,40,2,-2.754
3,41,2,-2.754
3,42,2,-2.754
3,43,2,-2.754
3,44,2,-2.754
3,45,2,-2.754
3,46,2,-2.754
3,47,2,-2.754
3,48,2,-2.754
3,49,2,-2.754
3,50,2,-2.754
3,51,2,-2.754
3,52,2,-2.754
3,53,2,-2.754
3,54,2,-2.754
3,55,2,-2.754
3,56,2,-2.754
3,57,2,-2.754
3,58,2,-2.754
3,59,2,-2.754
3,60,2,-2.754
3,61,2,-2.754
3,62,2,-2.754
3,63,2,-2.754
3,64,2,-2.754
3,65,2,-2.754
3,66,2,-2.754
3,67,2,-2.754
3,68,2,-2.754
3,69,2,-2.754
3,70,2,-2.754
3,71,2,-2.754
3,72,2,-2.754
3,73,2,-2.754
3,74,2,-2.754
3,75,2,-2.754
3,76,2,-2.754
3,77,2,-2.754
3,78,2,-2.754
3,79,2,-2.754
3,80,2,-2.754
3,81,2,-2.754
3,82,2,-2.754
3,83,2,-2.754
3,84,2,-2.754
3,85,2,-2.754
3,86,2,-2.754
3,87,2,-2.754
3,88,2,-2.754
3,89,2,-2.754
3,90,2,-2.754
3,91,2,-2.754
3,92,2,-2.754
3,93,2,-2.754
3,94,2,-2.754
3,95,2,-2.754
3,96,2,-2.754
3,97,2,-2.754
3,98,2,-2.754
4,1,2,-2.677
4,2,2,-2.88
4,3,2,-2.881
4,4,2,-2.881
4,5,2,-2.881
4,6,2,-2.886
4,7,2,-2.895
4,8,2,-2.907
4,9,2,-2.919
4,10,2,-2.931
4,11,2,-2.94
4,12,2,-2.948
4,13,2,-2.954
4,14,2,-2.958
4,15,2,-2.961
4,16,2,-2.963
4,17,2,-2.965
4,18,2,-2.966
4,19,2,-2.966
4,20,2,-2.967
4,21,2,-2.967
4,22,2,-2.967
4,23,2,-2.967
4,24,2,-2.967
4,25,2,-2.967
4,26,2,-2.967
4,27,2,-2.968
4,28,2,-2.968
4,29,2,-2.968
4,30,2,-2.968
4,31,2,-2.968
4,32,2,-2.968
4,33,2,-2.968
4,34,2,-2.968
4,35,2,-2.968
4,36,2,-2.968
4,37,2,-2.968
4,38,2,-2.968
4,39,2,-2.968
4,40,2,-2.968
4,41,2,-2.968
4,42,2,-2.968
4,43,2,-2.968
4,44,2,-2.968
4,45,2,-2.968
4,46,2,-2.968
4,47,2,-2.968
4,48,2,-2.968
4,49,2,-2.968
4,50,2,-2.968
4,51,2,-2.968
4,52,2,-2.968
4,53,2,-2.968
4,54,2,-2.968
4,55,2,-2.968
4,56,2,-2.968
4,57,2,-2.968
4,58,2,-2.968
4,59,2,-2.968
4,60,2,-2.968
4,61,2,-2.968
4,62,2,-2.968
4,63,2,-2.968
4,64,2,-2.968
4,65,2,-2.968
4,66,2,-2.968
4,67,2,-2.968
4,68,2,-2.968
4,69,2,-2.968
4,70,2,-2.968
4,71,2,-2.968
4,72,2,-2.968
4,73,2,-2.968
4,74,2,-2.968
4,75,2,-2.968
4,76,2,-2.968
4,77,2,-2.968
4,78,2,-2.968
4,79,2,-2.968
4,80,2,-2.968
4,81,2,-2.968
4,82,2,-2.968
4,83,2,-2.968
4,84,2,-2.968
4,85,2,-2.968
4,86,2,-2.968
4,87,2,-2.968
4,88,2,-2.968
4,89,2,-2.968
4,90,2,-2.968
4,91,2,-2.968
4,92,2,-2.968
4,93,2,-2.968
4,94,2,-2.968
4,95,2,-2.968
4,96,2,-2.968
4,97,2,-2.968
4,98,2,-2.968
1,1,3,-1.352
1,2,3,-1.362
1,3,3,-1.373
1,4,3,-1.387
1,5,3,-1.405
1,6,3,-1.427
1,7,3,-1.452
1,8,3,-1.481
1,9,3,-1.513
1,10,3,-1.546
1,11,3,-1.58
1,12,3,-1.613
1,13,3,-1.649
1,14,3,-1.682
1,15,3,-1.717
1,16,3,-1.754
1,17,3,-1.79
1,18,3,-1.826
1,19,3,-1.859
1,20,3,-1.89
1,21,3,-1.921
1,22,3,-1.95
1,23,3,-1.977
1,24,3,-2.002
1,25,3,-2.025
1,26,3,-2.046
1,27,3,-2.065
1,28,3,-2.083
1,29,3,-2.098
1,30,3,-2.113
1,31,3,-2.126
1,32,3,-2.14
1,33,3,-2.15
1,34,3,-2.16
1,35,3,-2.168
1,36,3,-2.175
1,37,3,-2.181
1,38,3,-2.186
1,39,3,-2.191
1,40,3,-2.195
1,41,3,-2.198
1,42,3,-2.202
1,43,3,-2.204
1,44,3,-2.207
1,45,3,-2.209
1,46,3,-2.211
1,47,3,-2.212
1,48,3,-2.213
1,49,3,-2.215
1,50,3,-2.215
1,51,3,-2.216
1,52,3,-2.217
1,53,3,-2.217
1,54,3,-2.218
1,55,3,-2.218
1,56,3,-2.219
1,57,3,-2.219
1,58,3,-2.219
1,59,3,-2.219
1,60,3,-2.219
1,61,3,-2.22
1,62,3,-2.22
1,63,3,-2.22
1,64,3,-2.22
1,65,3,-2.22
1,66,3,-2.22
1,67,3,-2.22
1,68,3,-2.22
1,69,3,-2.22
1,70,3,-2.22
1,71,3,-2.22
1,72,3,-2.22
1,73,3,-2.22
1,74,3,-2.22
1,75,3,-2.221
1,76,3,-2.221
1,77,3,-2.221
1,78,3,-2.221
1,79,3,-2.221
1,80,3,-2.221
1,81,3,-2.221
1,82,3,-2.221
1,83,3,-2.221
1,84,3,-2.221
1,85,3,-2.221
1,86,3,-2.221
1,87,3,-2.221
1,88,3,-2.221
1,89,3,-2.221
1,90,3,-2.221
1,91,3,-2.221
1,92,3,-2.221
1,93,3,-2.221
1,94,3,-2.221
1,95,3,-2.221
1,96,3,-2.221
1,97,3,-2.221
2,1,3,-1.465
2,2,3,-1.5
2,3,3,-1.535
2,4,3,-1.578
2,5,3,-1.624
2,6,3,-1.676
2,7,3,-1.726
2,8,3,-1.778
2,9,3,-1.831
2,10,3,-1.882
2,11,3,-1.932
2,12,3,-1.976
2,13,3,-2.021
2,14,3,-2.062
2,15,3,-2.102
2,16,3,-2.144
2,17,3,-2.18
2,18,3,-2.214
2,19,3,-2.243
2,20,3,-2.269
2,21,3,-2.292
2,22,3,-2.313
2,23,3,-2.331
2,24,3,-2.347
2,25,3,-2.361
2,26,3,-2.373
2,27,3,-2.383
2,28,3,-2.391
2,29,3,-2.399
2,30,3,-2.405
2,31,3,-2.41
2,32,3,-2.417
2,33,3,-2.42
2,34,3,-2.424
2,35,3,-2.427
2,36,3,-2.429
2,37,3,-2.431
2,38,3,-2.432
2,39,3,-2.434
2,40,3,-2.435
2,41,3,-2.436
2,42,3,-2.436
2,43,3,-2.437
2,44,3,-2.437
2,45,3,-2.438
2,46,3,-2.438
2,47,3,-2.438
2,48,3,-2.438
2,49,3,-2.439
2,50,3,-2.439
2,51,3,-2.439
2,52,3,-2.439
2,53,3,-2.439
2,54,3,-2.439
2,55,3,-2.439
2,56,3,-2.439
2,57,3,-2.439
2,58,3,-2.439
2,59,3,-2.439
2,60,3,-2.439
2,61,3,-2.439
2,62,3,-2.439
2,63,3,-2.439
2,64,3,-2.439
2,65,3,-2.439
2,66,3,-2.439
2,67,3,-2.439
2,68,3,-2.439
2,69,3,-2.439
2,70,3,-2.439
2,71,3,-2.439
2,72,3,-2.439
2,73,3,-2.439
2,74,3,-2.439
2,75,3,-2.439
2,76,3,-2.439
2,77,3,-2.439
2,78,3,-2.439
2,79,3,-2.439
2,80,3,-2.439
2,81,3,-2.439
2,82,3,-2.439
2,83,3,-2.439
2,84,3,-2.439
2,85,3,-2.439
2,86,3,-2.439
2,87,3,-2.439
2,88,3,-2.439
2,89,3,-2.439
2,90,3,-2.439
2,91,3,-2.439
2,92,3,-2.439
2,93,3,-2.439
2,94,3,-2.439
2,95,3,-2.439
2,96,3,-2.439
2,97,3,-2.439
3,1,3,-1.771
3,2,3,-1.857
3,3,3,-1.92
3,4,3,-1.984
3,5,3,-2.043
3,6,3,-2.108
3,7,3,-2.174
3,8,3,-2.242
3,9,3,-2.308
3,10,3,-2.367
3,11,3,-2.416
3,12,3,-2.451
3,13,3,-2.484
3,14,3,-2.513
3,15,3,-2.54
3,16,3,-2.569
3,17,3,-2.591
3,18,3,-2.608
3,19,3,-2.62
3,20,3,-2.63
3,21,3,-2.638
3,22,3,-2.644
3,23,3,-2.65
3,24,3,-2.654
3,25,3,-2.657
3,26,3,-2.66
3,27,3,-2.661
3,28,3,-2.663
3,29,3,-2.664
3,30,3,-2.665
3,31,3,-2.665
3,32,3,-2.666
3,33,3,-2.667
3,34,3,-2.667
3,35,3,-2.667
3,36,3,-2.668
3,37,3,-2.668
3,38,3,-2.668
3,39,3,-2.668
3,40,3,-2.668
3,41,3,-2.668
3,42,3,-2.668
3,43,3,-2.668
3,44,3,-2.668
3,45,3,-2.668
3,46,3,-2.668
3,47,3,-2.668
3,48,3,-2.668
3,49,3,-2.668
3,50,3,-2.668
3,51,3,-2.668
3,52,3,-2.668
3,53,3,-2.668
3,54,3,-2.668
3,55,3,-2.668
3,56,3,-2.668
3,57,3,-2.668
3,58,3,-2.668
3,59,3,-2.668
3,60,3,-2.668
3,61,3,-2.668
3,62,3,-2.668
3,63,3,-2.668
3,64,3,-2.668
3,65,3,-2.668
3,66,3,-2.668
3,67,3,-2.668
3,68,3,-2.668
3,69,3,-2.668
3,70,3,-2.668
3,71,3,-2.668
3,72,3,-2.668
3,73,3,-2.668
3,74,3,-2.668
3,75,3,-2.668
3,76,3,-2.668
3,77,3,-2.668
3,78,3,-2.668
3,79,3,-2.668
3,80,3,-2.668
3,81,3,-2.668
3,82,3,-2.668
3,83,3,-2.668
3,84,3,-2.668
3,85,3,-2.668
3,86,3,-2.668
3,87,3,-2.668
3,88,3,-2.668
3,89,3,-2.668
3,90,3,-2.668
3,91,3,-2.668
3,92,3,-2.668
3,93,3,-2.668
3,94,3,-2.668
3,95,3,-2.668
3,96,3,-2.668
3,97,3,-2.668
4,1,3,-2.612
4,2,3,-2.836
4,3,3,-2.837
4,4,3,-2.841
4,5,3,-2.85
4,6,3,-2.861
4,7,3,-2.871
4,8,3,-2.88
4,9,3,-2.888
4,10,3,-2.894
4,11,3,-2.899
4,12,3,-2.902
4,13,3,-2.905
4,14,3,-2.906
4,15,3,-2.907
4,16,3,-2.907
4,17,3,-2.908
4,18,3,-2.908
4,19,3,-2.908
4,20,3,-2.908
4,21,3,-2.908
4,22,3,-2.908
4,23,3,-2.908
4,24,3,-2.908
4,25,3,-2.908
4,26,3,-2.908
4,27,3,-2.908
4,28,3,-2.908
4,29,3,-2.908
4,30,3,-2.908
4,31,3,-2.908
4,32,3,-2.908
4,33,3,-2.908
4,34,3,-2.908
4,35,3,-2.908
4,36,3,-2.908
4,37,3,-2.908
4,38,3,-2.908
4,39,3,-2.908
4,40,3,-2.908
4,41,3,-2.908
4,42,3,-2.908
4,43,3,-2.908
4,44,3,-2.908
4,45,3,-2.908
4,46,3,-2.908
4,47,3,-2.908
4,48,3,-2.908
4,49,3,-2.908
4,50,3,-2.908
4,51,3,-2.908
4,52,3,-2.908
4,53,3,-2.908
4,54,3,-2.908
4,55,3,-2.908
4,56,3,-2.908
4,57,3,-2.908
4,58,3,-2.908
4,59,3,-2.908
4,60,3,-2.908
4,61,3,-2.908
4,62,3,-2.908
4,63,3,-2.908
4,64,3,-2.908
4,65,3,-2.908
4,66,3,-2.908
4,67,3,-2.908
4,68,3,-2.908
4,69,3,-2.908
4,70,3,-2.908
4,71,3,-2.908
4,72,3,-2.908
4,73,3,-2.908
4,74,3,-2.908
4,75,3,-2.908
4,76,3,-2.908
4,77,3,-2.908
4,78,3,-2.908
4,79,3,-2.908
4,80,3,-2.908
4,81,3,-2.908
4,82,3,-2.908
4,83,3,-2.908
4,84,3,-2.908
4,85,3,-2.908
4,86,3,-2.908
4,87,3,-2.908
4,88,3,-2.908
4,89,3,-2.908
4,90,3,-2.908
4,91,3,-2.908
4,92,3,-2.908
4,93,3,-2.908
4,94,3,-2.908
4,95,3,-2.908
4,96,3,-2.908
4,97,3,-2.908
1,1,4,-1.205
1,2,4,-1.217
1,3,4,-1.231
1,4,4,-1.248
1,5,4,-1.269
1,6,4,-1.294
1,7,4,-1.324
1,8,4,-1.356
1,9,4,-1.389
1,10,4,-1.425
1,11,4,-1.46
1,12,4,-1.497
1,13,4,-1.533
1,14,4,-1.57
1,15,4,-1.61
1,16,4,-1.647
1,17,4,-1.685
1,18,4,-1.72
1,19,4,-1.753
1,20,4,-1.786
1,21,4,-1.817
1,22,4,-1.846
1,23,4,-1.873
1,24,4,-1.898
1,25,4,-1.921
1,26,4,-1.942
1,27,4,-1.961
1,28,4,-1.979
1,29,4,-1.995
1,30,4,-2.01
1,31,4,-2.025
1,32,4,-2.036
1,33,4,-2.047
1,34,4,-2.056
1,35,4,-2.064
1,36,4,-2.071
1,37,4,-2.077
1,38,4,-2.082
1,39,4,-2.087
1,40,4,-2.091
1,41,4,-2.094
1,42,4,-2.097
1,43,4,-2.1
1,44,4,-2.102
1,45,4,-2.104
1,46,4,-2.106
1,47,4,-2.107
1,48,4,-2.109
1,49,4,-2.11
1,50,4,-2.11
1,51,4,-2.111
1,52,4,-2.112
1,53,4,-2.112
1,54,4,-2.113
1,55,4,-2.113
1,56,4,-2.113
1,57,4,-2.114
1,58,4,-2.114
1,59,4,-2.114
1,60,4,-2.114
1,61,4,-2.115
1,62,4,-2.115
1,63,4,-2.115
1,64,4,-2.115
1,65,4,-2.115
1,66,4,-2.115
1,67,4,-2.115
1,68,4,-2.115
1,69,4,-2.115
1,70,4,-2.115
1,71,4,-2.115
1,72,4,-2.115
1,73,4,-2.115
1,74,4,-2.115
1,75,4,-2.115
1,76,4,-2.115
1,77,4,-2.115
1,78,4,-2.115
1,79,4,-2.116
1,80,4,-2.116
1,81,4,-2.116
1,82,4,-2.116
1,83,4,-2.116
1,84,4,-2.116
1,85,4,-2.116
1,86,4,-2.116
1,87,4,-2.116
1,88,4,-2.116
1,89,4,-2.116
1,90,4,-2.116
1,91,4,-2.116
1,92,4,-2.116
1,93,4,-2.116
