"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"53",20.559029,20.6259668508287,16.62,18.0249803505564,20.45864091,28.03093,18.01670785,22.3545312,19.24002,21.19,23,13.60820455,15.38777,18.21,18.4871139,22,NA
"54",20.28016046,22.8515476942514,17.64,18.788479323653,18.18096428,22.94822,19.84328259,20.73021187,19.24002,21.223,22,15.20166898,18.43698,18.4,16.89334011,22,NA
"55",17.93262005,22.8515476942514,20.11,21.7405460285594,20.39930241,17.87408,20.90773218,25.44138957,21.31912,22.755,21,4.798014441,14.56689,23.11,19.89955534,22,NA
"56",19.66262325,22.8515476942514,19.37,20.5286030889366,20.11708922,27.08063,18.49777644,20.92897896,19.60786,22.816,22,13.79959578,20.69891,21.24,19.40989694,22,NA
"57",19.72702416,22.8515476942514,20.79,21.2504209400288,21.3766203,29.41641,20.09978097,19.94083962,21.03658,23.908,20,11.20233168,19.24407,22.17,21.80074823,21,NA
"58",21.19425114,22.8515476942514,20.36,20.6511353120953,21.33741796,23.03407,15.04230805,22.29319576,19.60786,23.78,21,9.34697522,19.4486,19.82,18.62207441,21,NA
"59",23.76400756,22.8515476942514,19.81,20.6341679872686,21.56386866,19.86933,15.66767262,20.49977002,21.11521,22.804,23,10.33235524,21.04153,20.94,19.43439698,22,NA
"60",25.13362172,22.8515476942514,18.69,20.271089522905,20.159868,27.78931,18.25481741,23.33920876,19.3225,22.582,24,9.539596976,25.05278,20.02,19.3891315,22,NA
"61",22.61713149,22.8515476942514,19.19,20.1667532553461,21.71316212,25.69722,18.25481741,24.80857942,19.24002,23.012,22,12.07373561,23.51211,20.19,19.4874285,22,NA
"62",19.22600907,22.8515476942514,19.86,20.0222202961766,20.92862143,22.29955,18.29993824,22.5999451,20.29253,23.365,21,7.385556963,19.02299,21.87,19.99553077,22,NA
"63",21.97430096,20.6259668508287,16.33,17.5983702173529,18.75599457,28.55793,16.73066342,23.27295244,19.24002,20.876,23,13.96581765,24.00295,17.33,17.22418849,22,NA
"64",20.67930884,22.8515476942514,17.96,18.5958503845054,20.4603788,15.05766,19.4048549,22.32567432,20.29253,21.876,20,10.07089492,25.93278,18.87,16.95216521,22,NA
"65",18.77804572,20.4956175298805,16.58,18.2116919609219,19.19472784,23.09027,19.4048549,22.41115557,19.24002,21.779,20,16.84699748,26.47639,17.65,18.00588415,22,NA
"66",19.35317956,22.8515476942514,15.91,17.2230254232806,20.84758139,22.76895,25.35197395,23.71752864,19.24002,20.891,20,10.15147741,17.01234,17.93,17.55252619,22,NA
"67",21.24207075,22.8515476942514,21.19,20.8547596987713,21.56827041,29.49815,23.50701039,23.72404145,19.60786,24.244,21,18.93876159,19.49935,20.97,20.03551986,22,NA
"68",17.90229769,20.4956175298805,18.57,20.0097040454005,18.50246012,19.99349,25.12903693,22.0612161,19.60786,23.266,20,8.056713909,14.88184,20.21,19.10496614,22,NA
"69",17.60475311,20.4956175298805,17.59,18.2986916681329,20.33909535,20.94924,21.48189803,22.9800723,19.24002,21.508,21,8.959352931,9.60648,19.35,17.39871697,22,NA
"70",20.01846067,20.6259668508287,16.55,17.152030712432,17.24163506,21.70007,23.02737062,20.81989053,19.24002,20.516,19,11.29108241,15.47548,16.94,16.59323768,22,NA
"71",18.88355679,22.8515476942514,19.35,20.6290642230305,20.69602382,24.85025,26.28698403,23.92487031,19.60786,22.181,20,12.24815349,16.85049,21.47,18.12668128,22,NA
"72",26.75316648,22.8515476942514,19.47,21.3883917598161,21.82784954,23.75535,17.07626748,24.11929758,19.60786,23.224,24,11.4065344,16.90226,20.47,20.35159026,22,NA
"73",22.61713149,22.8515476942514,19.19,20.1667532553461,21.71316212,18.06721,21.50837583,24.80857942,19.24002,23.012,22,7.257350956,13.77178,20.19,19.4874285,22,NA
"74",21.61690929,22.8515476942514,18.53,19.1845530772173,19.76699095,17.64691,19.39773813,23.52687889,21.03658,22.141,22,6.554516422,17.39686,19.52,17.63349451,22,NA
"75",21.50485894,22.8515476942514,21.96,22.3053678403148,20.88039829,17.789,18.5420468,20.55247897,19.60786,24.298,21,13.15661237,11.93076,22.37,18.90473734,22,NA
"76",20.57349846,22.8515476942514,19.76,20.551720109524,19.03052203,18.98574,19.50768994,19.34002448,19.60786,22.863,23,11.74887259,16.67238,21.38,19.90054428,22,NA
"77",17.52898825,22.8515476942514,18.47,19.0481636192119,18.66155962,22.72316,20.60101682,23.31386322,19.24002,21.961,20,11.33983583,20.06273,19.36,17.94938877,21,NA
"78",20.92572924,22.8515476942514,18.81,20.0008211579966,21.87552082,20.67224,16.64893104,22.52789038,19.60786,22.469,22,12.2329779,16.79118,20.24,18.04613295,22,NA
"79",21.28149794,20.4956175298805,17.45,18.1885806500473,20.24387587,23.8188,19.59769814,20.38668125,19.3225,20.928,22,13.67386064,17.47931,18.96,16.60525786,21,NA
"80",21.24213499,20.6259668508287,18.29,18.567500989136,19.5251771,15.7041,20.10955352,19.73630507,21.03658,22.336,20,9.909737056,18.76908,20.43,19.39736003,21,NA
"81",21.28018072,22.8515476942514,18.75,19.6744182406929,19.77542335,21.81417,20.04511149,23.62711269,19.60786,22.462,22,12.90088597,22.93568,20.21,19.49626268,22,NA
"82",17.90870724,22.8515476942514,20.76,20.951086124893,21.31407919,18.99857,18.64476664,22.15086923,20.43768,24.586,19,13.76676125,24.96202,21.14,22.64525366,22,NA
"83",21.14233931,20.4956175298805,17.6,18.5840251880348,18.83147982,27.33859,16.64893104,22.20940899,19.3225,22.323,22,11.18546327,19.98488,19.36,17.23140056,22,NA
"84",20.34884176,20.4956175298805,16.66,18.0249803505564,20.11128174,15.59624,19.51278026,21.21536497,19.24002,21.589,21,9.680982591,19.58304,18.28,17.87916183,22,NA
"85",23.52823288,20.4956175298805,17.27,18.6220401174195,21.22998948,24.04778,20.47003481,21.51168045,19.60786,22.061,23,10.56662056,16.74395,18.95,18.07125907,22,NA
"86",19.37109037,22.8515476942514,19.79,21.9808829867945,20.74849217,20.05924,17.91259122,26.0562407,19.60786,23.029,20,14.4181088,22.12347,21.92,20.26598359,22,NA
"87",20.3832665,22.8515476942514,18.86,19.4977573708737,20.40936696,19.30332,18.65074445,24.16160107,19.24002,22.793,21,10.96616107,21.56465,18.42,18.01369699,22,NA
"88",20.57349846,22.8515476942514,19.76,20.551720109524,19.03052203,23.07075,21.12753812,19.34002448,19.60786,22.863,23,11.55531234,18.82145,21.38,19.90054428,21,NA
"89",20.68980188,22.8515476942514,17.85,18.5558224275938,19.17059248,18.42655,18.52255911,24.16344705,19.24002,22.029,23,11.53458712,19.26133,19.22,17.73689364,22,NA
"90",19.31951341,20.4956175298805,16.55,17.4183072052542,18.75982957,16.94159,22.26739971,21.32041404,19.24002,20.915,20,13.47853741,17.52443,18.93,17.03065385,22,NA
"91",20.96314519,20.6259668508287,20.64,21.0230419819974,20.60487535,18.46627,19.14792369,21.03430224,21.11521,22.93,20,7.349727653,15.82991,20.81,19.43476611,21,NA
"92",21.28149794,20.4956175298805,17.45,18.1885806500473,20.24387587,12.76886,20.67061888,20.38668125,19.3225,20.928,22,14.11659521,16.56287,18.96,16.60525786,22,NA
"93",19.44605056,22.8515476942514,19.49,21.3061054880514,20.16912585,19.86131,22.33184174,23.94682438,21.03658,23.404,21,14.07586543,17.96003,22.63,22.38888937,22,NA
"94",21.56847775,22.8515476942514,18.31,19.7129117544208,19.71128119,27.94092,23.35709503,24.71443931,21.03658,21.966,22,12.03752991,16.58069,19.94,19.46599099,22,NA
"95",18.51054757,22.8515476942514,20.47,21.22889424128,20.93969881,17.25001,19.65258246,23.31583967,20.5071,24.209,20,9.302608556,20.04682,21.87,21.81433533,21,NA
"96",21.90557345,22.8515476942514,16.07,17.3119541073921,20.05993737,26.63167,16.53923354,22.92586836,19.24002,20.559,22,12.76448022,19.60325,17.16,16.23206172,22,NA
"97",19.37109037,22.8515476942514,19.79,21.9808829867945,20.74849217,22.04258,18.64926379,26.0562407,19.60786,23.029,20,11.12655065,21.50954,21.92,20.26598359,22,NA
"98",21.11619635,22.8515476942514,19.55,19.7025356122706,20.93404636,20.21489,20.40930946,21.95839743,19.60786,23.278,22,9.914561749,24.29968,19.76,21.01064725,22,NA
"99",22.73730222,22.8515476942514,20.38,21.0409259173127,20.35603261,17.92044,16.76955152,22.45062892,21.16915,23.824,22,14.63510099,22.62447,23.32,21.23935701,22,NA
"100",17.1380056,20.6259668508287,18.54,19.3641334177636,19.99522113,18.96254,19.65258246,21.34180163,19.24002,22.432,19,15.10863072,23.58638,19.95,17.61421202,22,NA
"101",21.07867918,20.4956175298805,17.07,17.766123505883,20.28274717,23.82501,18.40862357,22.35312529,19.3225,22.156,22,11.67277158,21.58142,19.59,19.78118653,22,NA
"102",21.01218718,22.8515476942514,20.24,20.4410920890768,21.39276028,31.59445,16.5146908,24.19432572,19.60786,24.201,20,6.834225474,23.65701,22.26,20.48639583,21,NA
"103",21.60699175,22.8515476942514,19.54,20.2333590447471,20.62021328,24.95018,14.4235469,20.50135599,19.3225,22.635,22,8.767341766,21.55071,20.89,17.7295478,22,NA
"104",23.11447019,20.6259668508287,18.05,19.0106580473942,20.07483971,22.30453,17.1564165,22.12247236,20.29253,22.068,25,11.31332023,19.41906,19.5,18.59806447,22,NA
"105",18.09917813,20.6259668508287,17.57,18.4843668244803,20.44412988,33.52424,17.48033394,22.017814,19.24002,21.709,20,9.572273558,17.67256,18.56,18.42248777,22,NA
"106",24.27387651,22.8515476942514,18.4,18.5984248895197,21.23182116,18.90427,15.04891147,23.322025,19.24002,22.087,24,10.41435927,16.6845,17.56,16.31204433,22,NA
"107",18.60403276,20.4956175298805,19.29,19.8010004332606,18.725651,23.79574,20.41602991,22.84547382,19.60786,23.474,19,13.1285349,19.87529,19.39,20.53590539,21,NA
"108",19.31951341,20.4956175298805,16.55,17.4183072052542,18.75982957,18.1375,16.34909714,21.32041404,19.24002,20.915,20,5.453634789,20.19176,18.93,17.03065385,22,NA
"109",20.33504442,22.8515476942514,19.6,21.3061054880514,20.20575961,17.64923,22.51156546,23.05853784,19.60786,23.781,22,12.24123675,20.07671,21.02,21.54621358,22,NA
"110",20.10876733,22.8515476942514,20.74,21.1806735200108,20.33229221,23.9156,20.96475903,20.19540289,21.11521,23.195,21,11.4106657,12.08012,21.94,19.32863115,22,NA
"111",17.93262005,22.8515476942514,20.11,21.7405460285594,20.39930241,23.4867,22.01085286,25.44138957,21.31912,22.755,21,10.21253647,21.53404,23.11,19.89955534,22,NA
"112",19.53014889,20.6259668508287,17.85,18.2709493593409,20.20841552,17.15858,21.9694762,20.75231946,19.24002,21.963,21,8.767920449,18.00964,17.77,17.44278871,22,NA
"113",19.69683673,20.6259668508287,18.63,19.6001161101746,19.38145186,21.5193,22.29339364,23.3582831,21.03658,22.333,19,10.60517369,21.17566,20.33,19.34554458,22,NA
"114",18.07411331,22.8515476942514,19.61,20.8381349711667,20.6642026,27.0364,20.96475903,23.0877227,20.43768,23.694,21,15.39910343,22.16905,22.09,20.76949206,22,NA
"115",19.37352232,22.8515476942514,17.9,19.6019381405816,19.92621126,20.72701,20.61555454,24.1901534,19.3225,22.209,21,9.82379917,20.16192,18.73,19.06247528,22,NA
"116",18.77804572,20.4956175298805,16.58,18.2116919609219,19.19472784,29.55184,18.82334467,22.41115557,19.24002,21.779,20,15.44933347,16.94969,17.65,18.00588415,22,NA
"117",21.74644279,20.4956175298805,17.91,19.548595607313,20.74977752,15.92254,23.90467221,25.49184168,19.24002,22.682,22,13.99063291,14.92167,19.83,19.02751184,22,NA
"118",18.9198356,18.4208308248043,15.38,16.5378199657338,19.97555904,23.89739,20.78575878,19.90748268,19.24002,20.728,20,8.488039053,16.63772,16.93,17.01653869,22,NA
"119",18.84459411,22.8515476942514,21.08,21.0665374108637,21.66753886,22.25844,18.82334467,20.97548079,20.29253,24.575,21,13.16294263,14.71066,21.27,21.5213985,22,NA
"120",22.61404009,22.8515476942514,20.7,20.8457592830788,20.79682805,34.66354,19.83773944,22.70425569,20.63162,24.033,22,11.40898328,16.46241,22.18,20.82175819,22,NA
"121",23.3705324,22.8515476942514,17.99,18.8680490900752,20.77801934,26.41515,20.5964254,20.7260809,19.3225,21.763,23,7.751513619,16.75286,19.92,18.16922111,21,NA
"122",18.3953863,22.8515476942514,20.46,21.22889424128,19.87258774,24.2749,19.24250373,22.59475665,21.16915,23.834,19,10.94132674,15.51467,21.88,20.13066176,22,NA
"123",25.20584603,22.8515476942514,19.41,19.7208473616127,20.9534812,24.31325,18.66610942,23.1279196,19.24002,22.35,24,6.416844081,20.13689,20.18,17.78944699,22,NA
"124",16.92708714,18.4208308248043,16.5,17.152030712432,18.63811942,21.9472,23.32829863,20.9789064,19.24002,21.364,18,13.13788269,21.63396,17.24,17.07257384,22,NA
"125",19.74924268,22.8515476942514,19.82,21.9808829867945,21.3660474,12.85231,19.34903773,25.59089656,21.03658,23.107,22,10.6167266,20.22915,21.35,20.79682598,22,NA
"126",20.26006927,22.8515476942514,21.55,22.2815167129053,20.67733585,22.66872,19.65291728,22.22574489,22.34202,23.759,20,8.087533506,21.52145,22.71,20.1313678,22,NA
"127",21.76855345,22.8515476942514,17.06,17.8701624504355,19.09239227,16.65472,20.69995199,20.68905757,19.3225,21.07,21,13.16755686,18.44436,19.65,17.11179025,22,NA
"128",17.55722687,22.8515476942514,19.78,20.6142524133326,19.46584473,17.31959,24.08502563,21.40422155,19.60786,23.597,21,11.63534228,22.30921,20.32,19.56675496,22,NA
"129",18.71510029,20.6259668508287,17.64,18.2986916681329,20.79722888,26.69128,20.44526768,21.68771415,19.24002,22.33,19,8.966889839,15.72498,19.26,17.92419491,21,NA
"130",21.31865249,22.8515476942514,16.57,17.6897963834137,19.70047685,20.61792,24.08502563,22.40838537,19.24002,21.269,20,10.47880114,16.7272,17.39,17.16365122,22,NA
"131",21.72898325,20.4956175298805,18.23,19.5031246286028,18.94410285,18.80784,15.70489175,24.24387536,19.60786,22.734,22,11.57899922,16.20249,20.42,18.12335671,22,NA
"132",22.66309028,22.8515476942514,16.77,18.4487725590499,21.21081395,13.06353,16.94179605,25.55329788,19.24002,21.755,24,10.82748261,15.76537,18.22,18.61722035,21,NA
"133",20.34370405,20.4956175298805,19.84,20.5698265139737,20.03638777,20.66597,16.71928652,20.71364271,19.60786,23.363,20,8.91311959,19.40404,20.86,18.3238162,22,NA
"134",18.14330355,22.8515476942514,18.26,19.895969199602,19.66085729,28.03093,16.88488018,24.85183491,21.03658,22.037,21,8.554331272,17.4346,19.98,19.33681707,22,NA
"135",22.61404009,22.8515476942514,20.7,20.8457592830788,20.79682805,22.94822,16.21145126,22.70425569,20.63162,24.033,22,7.15197571,15.91404,22.18,20.82175819,22,NA
"136",21.9820447,20.6259668508287,19.57,20.0558465470739,19.36694083,17.87408,19.11348963,23.00072173,21.03658,22.852,20,11.61773639,16.55226,20.41,19.2779176,22,NA
"137",16.48244192,22.8515476942514,19.61,19.7025356122706,21.47587971,27.08063,21.25037297,21.48600659,20.29253,23.757,22,7.875267321,19.5962,20.58,20.56803796,22,NA
"138",25.09208396,22.8515476942514,17.69,19.717224789503,20.84461497,29.41641,18.85880533,23.67365233,19.3225,22.085,23,14.78779277,16.33505,19.16,19.70864569,22,NA
"139",18.50274637,22.8515476942514,20.4,21.7502101554998,21.04194725,23.03407,18.82003828,23.13762337,21.03658,23.053,20,12.6363843,21.7286,21.17,20.10506901,22,NA
"140",21.15517268,22.8515476942514,18.69,19.9090967221622,21.2099138,19.86933,18.06645492,23.97363522,19.60786,22.164,23,9.492833222,22.40561,21.27,18.07698763,22,NA
"141",18.67576805,22.8515476942514,18.02,19.2941971443061,18.76337258,27.78931,21.18593094,20.54087812,19.60786,22.013,20,7.782511247,19.2593,20.72,18.97235063,22,NA
"142",19.71567525,22.8515476942514,19.05,19.3933114591881,21.16684814,25.69722,18.62848735,22.69554329,19.3225,22.611,21,8.30416979,22.15165,21.32,20.11413941,22,NA
