"","Date","Away","Home","Actual","OREB_1","OREB_2","OREB_3","OREB_4","OREB_5","OREB_6","OREB_7","OREB_8","OREB_9","OREB_10","OREB_11","OREB_12","OREB_13","OREB_14","OREB_CV"
"87","3/17/2025","Denver Nuggets","Golden State Warriors",NA,24,28,23.99639511,20.67,23.5529284099297,22.8977126362706,24.262426878294,27.57245373,15.1875,20.80709321,25.81382082,24,27.37920952,22,18
"88","3/17/2025","Toronto Raptors","Phoenix Suns",NA,20,25,22,19.74,21.0756969640181,20.7898737418047,20.4260296561622,24.98602273,15.145,29.36775245,25.34705295,21,22.64002037,21,19
"89","3/17/2025","Memphis Grizzlies","Sacramento Kings",NA,23,24,24.99609184,23.33,26.1515390292802,25.1252150217648,24.3985902737362,23.93753042,15.1575,24.09212271,22.82276129,24,27.76754379,21,24
"90","3/18/2025","Atlanta Hawks","Charlotte Hornets",NA,23,21,25.99577332,28.17,23.8916258988624,23.8870020234123,24.4445673434768,26.01897586,15.09,26.07864622,21.67338374,25,24.70008469,20,20
"91","3/18/2025","Brooklyn Nets","Boston Celtics",NA,21,18,20.99719906,19.6,23.1085515325852,21.9245808714548,21.3565112566551,22.13628691,15.1375,29.02091039,22.20941624,22,21.46775436,20,19
"92","3/18/2025","Washington Wizards","Portland Trail Blazers",NA,23,21,22,24.45,21.8133644689138,20.9976694537468,23.3654396027705,24.48151056,15.03,28.69270822,21.21100265,23,21.78799248,21,24
"93","3/18/2025","Cleveland Cavaliers","Los Angeles Clippers",NA,20,24,22,20.78,21.7522032634761,21.8182855506613,NA,21.44562837,15.15,23.50215918,20.15493167,22,21.24497223,20,22
"94","3/18/2025","Milwaukee Bucks","Los Angeles Lakers",NA,18,26,17.99815512,16.45,21.4781053251097,19.7256647076714,17.9535210358687,18.34909219,15.195,20.77673638,23.25511737,18,21.69845581,19,21
"95","3/19/2025","Dallas Mavericks","Indiana Pacers",NA,19,25,19.99762535,19.41,19.8940858125707,19.6361893434808,19.6940834983862,22.29416032,15.15,16.09484687,17.91963889,20,24.06834412,19,13
"96","3/19/2025","Houston Rockets","Orlando Magic",NA,24,28,25.99557781,23.19,23.0718774598736,23.4072287498571,26.004935512704,23.35180932,15.1225,23.40218243,23.45040172,26,21.79909134,21,23
"97","3/19/2025","Detroit Pistons","Miami Heat",NA,20,28,18.99797297,20.49,21.1494913245512,20.4337015001452,21.3436509929643,19.89073529,15.1275,19.58243356,20.88340503,21,18.81579018,21,22
"98","3/19/2025","New Orleans Pelicans","Minnesota Timberwolves",NA,21,28,23.99638748,22.75,23.3451280485216,22.9742818124026,22.8747853177651,24.11524299,15.115,23.79223544,23.89463267,23,24.44598198,21,23
"99","3/19/2025","Philadelphia 76ers","Oklahoma City Thunder",NA,19,25,19.99762535,26.88,22.0273066825331,21.8007498437449,21.3078067236139,22.79575463,15.2125,23.3298189,22.74943076,21,24.73861694,21,22
"100","3/19/2025","New York Knicks","San Antonio Spurs",NA,22,17,20.99719906,25.56,21.5395153267322,20.827824200897,21.2996341932326,25.22756749,15.135,23.74086201,20.7004014,22,25.58464813,21,23
"101","3/19/2025","Los Angeles Clippers","Utah Jazz",NA,22,25,22.99670219,20.78,22.4939254203301,22.2578686003895,NA,NA,15.1225,27.7083433,21.75486159,23,25.49656105,22,21
"102","3/19/2025","Toronto Raptors","Golden State Warriors",NA,23,23,24.9960804,22.27,24.288416061886,22.34990962,24.1150708964205,25.50033317,15.1575,24.40399832,28.47976113,25,25.75618172,20,28
"103","3/19/2025","Denver Nuggets","Los Angeles Lakers",NA,20,25,20.99719906,16.81,23.0799451134244,21.1780028590283,20.8008593951958,24.39548996,15.1825,28.02523837,23.43290524,21,17.8376503,21,20
"104","3/19/2025","Chicago Bulls","Phoenix Suns",NA,20,24,19.99738121,18.88,20.2642782376455,19.1347200756755,19.0454544626378,21.63025546,15.145,22.90632178,20.70925883,19,21.37726593,20,18
"105","3/19/2025","Memphis Grizzlies","Portland Trail Blazers",NA,25,17,25.99577713,24.49,24.0304440055321,25.93538071,26.0929871093868,26.84736991,15.1175,28.35758211,25.41571499,26,23.69199944,22,30
"106","3/19/2025","Cleveland Cavaliers","Sacramento Kings",NA,21,28,22.99670219,16.02,23.0164056775372,22.2143267146691,21.7645437347602,23.00288948,15.1725,26.56697181,19.36406615,22,20.13041878,20,25
"107","3/20/2025","New York Knicks","Charlotte Hornets",NA,22,24,23.99639511,22.91,21.4905334115202,22.5156022431295,23.2219766466655,28.83176078,15.1175,26.10915243,23.33461269,24,21.9989357,21,21
"108","3/20/2025","Brooklyn Nets","Indiana Pacers",NA,20,24,18.9978075,26.41,23.459759082376,21.0779569452708,19.9938538502399,19.70669552,15.135,23.43873717,18.96768915,20,24.00229645,20,29
"109","3/20/2025","Milwaukee Bucks","Golden State Warriors",NA,21,27,20.99735117,17.74,20.0618732357796,20.8521286493732,21.4150885189669,20.80360311,15.2025,19.95194781,25.63603295,21,20.37877464,19,17
"110","3/20/2025","Chicago Bulls","Sacramento Kings",NA,21,19,20.99719906,18.36,21.1065865395005,20.5786167740648,20.8608728561529,21.20384905,15.1525,20.35974998,19.67690735,21,23.72357941,20,16
"111","3/21/2025","Orlando Magic","Washington Wizards",NA,21,17,21.99701691,18.42,20.852466815952,21.07995662181,22.24415387358,21.75941801,15.05,22.73990326,19.46621148,22,20.40694427,20,26
"112","3/21/2025","Houston Rockets","Miami Heat",NA,22,24,22.99653387,19.38,21.5799710436606,22.1621628833047,24.3203844871588,23.24165292,15.1575,15.72533262,22.58419341,24,22.41130829,20,29
"113","3/21/2025","New Orleans Pelicans","Minnesota Timberwolves",NA,21,19,23.99638748,22.75,23.3451280485216,22.9742818124026,22.8747853177651,24.15404818,15.115,28.57928667,23.89463267,23,27.76754379,21,22
"114","3/21/2025","Charlotte Hornets","Oklahoma City Thunder",NA,21,19,23.99639511,20.72,20.9500146758856,22.9441207414034,23.9124883385496,26.7496502,15.1775,29.4675559,23.9162007,24,23.81144714,21,15
"115","3/21/2025","Philadelphia 76ers","San Antonio Spurs",NA,21,17,18.9978075,23.06,20.2142477198402,20.8427413560779,20.6761398678779,21.87364136,15.12,29.33928703,20.95043507,21,24.00448418,20,22
"116","3/21/2025","Detroit Pistons","Dallas Mavericks",NA,21,27,21.99701691,17.78,20.9462285231714,20.9645773239816,22.1185443507563,23.61462134,15.1175,27.7083433,20.58746568,22,23.360569,21,28
"117","3/21/2025","Boston Celtics","Utah Jazz",NA,23,21,22.99670219,21.38,22.489954435488,22.6689884359443,22.6082630428419,21.60822708,15.0925,29.25724159,21.92635885,23,23.06494331,20,16
"118","3/21/2025","Cleveland Cavaliers","Phoenix Suns",NA,19,26,22,14.88,22.0769974497455,21.0887812061381,19.9491253412452,21.74561197,15.1625,20.67250163,20.39641763,20,19.5824585,20,28
"119","3/21/2025","Denver Nuggets","Portland Trail Blazers",NA,24,23,22.99670219,26.53,22.2069571037547,22.6746152874341,24.0832008672014,25.31137663,15.125,30.72192034,24.24171485,24,20.8342247,22,22
"120","3/21/2025","Memphis Grizzlies","Los Angeles Clippers",NA,22,26,24,20.78,25.2098653852719,24.4445182880033,NA,24.1924268,15.165,21.2909874,23.61362682,24,19.6965065,21,14
