Date,Home Team,Visitor Team,Home Score,Visitor Score,Location,Season,Season Type,Spread,Total,Result
9/15/2018,Oklahoma State,Boise State,44,21,Visitor,2018-19,Regular,23,65,W
9/15/2018,Arizona,Southern Utah,62,31,Visitor,2018-19,Regular,31,93,W
9/15/2018,Georgia,Middle Tenn St,49,7,Visitor,2018-19,Regular,42,56,W
9/15/2018,Buffalo,Eastern Michigan,35,28,Visitor,2018-19,Regular,7,63,W
9/15/2018,Indiana,Ball State,38,10,Visitor,2018-19,Regular,28,48,W
9/15/2018,Virginia,Ohio,45,31,Neutral,2018-19,Regular,14,76,W
9/15/2018,Western Michigan,Delaware State,68,0,Visitor,2018-19,Regular,68,68,W
9/15/2018,San Diego State,Arizona State,28,21,Visitor,2018-19,Regular,7,49,W
9/15/2018,South Alabama,Texas State,41,31,Visitor,2018-19,Regular,10,72,W
9/15/2018,Army,Hawaii,28,21,Visitor,2018-19,Regular,7,49,W
9/15/2018,UNLV,Prairie View,46,17,Visitor,2018-19,Regular,29,63,W
9/15/2018,Navy,Lehigh,51,21,Visitor,2018-19,Regular,30,72,W
9/15/2018,Stanford,UC Davis,30,10,Visitor,2018-19,Regular,20,40,W
9/15/2018,Michigan,SMU,45,20,Visitor,2018-19,Regular,25,65,W
9/15/2018,Kentucky,Murray State,48,10,Visitor,2018-19,Regular,38,58,W
9/15/2018,Wyoming,Wofford,17,14,Visitor,2018-19,Regular,3,31,W
9/15/2018,Connecticut,Rhode Island,56,49,Visitor,2018-19,Regular,7,105,W
9/15/2018,Colorado,New Hampshire,45,14,Visitor,2018-19,Regular,31,59,W
9/15/2018,Bowling Green,Eastern Kentucky,42,35,Visitor,2018-19,Regular,7,77,W
9/15/2018,California,Idaho State,45,23,Visitor,2018-19,Regular,22,68,W
9/15/2018,Tennessee,UTEP,24,0,Visitor,2018-19,Regular,24,24,W
9/15/2018,Baylor,Duke,27,40,Visitor,2018-19,Regular,-13,67,L
9/15/2018,New Mexico State,New Mexico,25,42,Visitor,2018-19,Regular,-17,67,L
9/15/2018,Oregon,San Jose State,35,22,Visitor,2018-19,Regular,13,57,W
9/15/2018,Notre Dame,Vanderbilt,22,17,Visitor,2018-19,Regular,5,39,W
9/15/2018,UCLA,Fresno State,14,38,Visitor,2018-19,Regular,-24,52,L
9/15/2018,Tulsa,Arkansas State,20,29,Visitor,2018-19,Regular,-9,49,L
9/15/2018,Northwestern,Akron,34,39,Visitor,2018-19,Regular,-5,73,L
9/15/2018,Northern Illinois,Central Michigan,24,16,Visitor,2018-19,Regular,8,40,W
9/15/2018,Wisconsin,BYU,21,24,Visitor,2018-19,Regular,-3,45,L
9/15/2018,Louisville,Western Kentucky,20,17,Visitor,2018-19,Regular,3,37,W
9/15/2018,Illinois,South Florida,19,25,Neutral,2018-19,Regular,-6,44,L
9/15/2018,Toledo,Miami Florida,24,49,Visitor,2018-19,Regular,-25,73,L
9/15/2018,Nevada,Oregon State,37,35,Visitor,2018-19,Regular,2,72,W
9/15/2018,TCU,Ohio State,28,40,Neutral,2018-19,Regular,-12,68,L
9/15/2018,Maryland,Temple,14,35,Visitor,2018-19,Regular,-21,49,L
9/15/2018,Auburn,LSU,21,22,Visitor,2018-19,Regular,-1,43,L
9/15/2018,Florida Atlantic,Bethune Cookman,49,28,Visitor,2018-19,Regular,21,77,W
9/15/2018,Clemson,Georgia Southern,38,7,Visitor,2018-19,Regular,31,45,W
9/15/2018,Utah,Washington,7,21,Visitor,2018-19,Regular,-14,28,L
9/15/2018,Arkansas,North Texas,17,44,Visitor,2018-19,Regular,-27,61,L
9/15/2018,Nebraska,Troy,19,24,Visitor,2018-19,Regular,-5,43,L
9/15/2018,Mississippi,Alabama,7,62,Visitor,2018-19,Regular,-55,69,L
9/15/2018,Virginia,Ohio,45,31,Neutral,2018-19,Regular,14,76,W
9/20/2018,Temple,Tulsa,31,17,Visitor,2018-19,Regular,14,48,W
9/21/2018,Central Florida,Florida Atlantic,56,36,Visitor,2018-19,Regular,20,92,W
9/21/2018,Illinois,Penn State,24,63,Visitor,2018-19,Regular,-39,87,L
9/21/2018,USC,Washington State,39,36,Visitor,2018-19,Regular,3,75,W
9/22/2018,Maryland,Minnesota,42,13,Visitor,2018-19,Regular,29,55,W
9/22/2018,Utah State,Air Force,42,32,Visitor,2018-19,Regular,10,74,W
9/22/2018,Virginia,Louisville,27,3,Visitor,2018-19,Regular,24,30,W
9/22/2018,Appalachian St,Gardner Webb,72,7,Visitor,2018-19,Regular,65,79,W
9/22/2018,North Carolina,Pittsburgh,38,35,Visitor,2018-19,Regular,3,73,W
9/22/2018,Baylor,Kansas,26,7,Visitor,2018-19,Regular,19,33,W
9/22/2018,Purdue,Boston College,30,13,Visitor,2018-19,Regular,17,43,W
9/22/2018,Toledo,Nevada,63,44,Visitor,2018-19,Regular,19,107,W
9/22/2018,Michigan,Nebraska,56,10,Visitor,2018-19,Regular,46,66,W
9/22/2018,Kentucky,Mississippi St,27,7,Visitor,2018-19,Regular,20,34,W
9/22/2018,West Virginia,Kansas State,35,6,Visitor,2018-19,Regular,29,41,W
9/22/2018,Missouri,Georgia,29,43,Visitor,2018-19,Regular,-14,72,L
9/22/2018,Old Dominion,Virginia Tech,49,35,Visitor,2018-19,Regular,14,84,W
9/22/2018,Central Michigan,Maine,17,5,Visitor,2018-19,Regular,12,22,W
9/22/2018,Auburn,Arkansas,34,3,Visitor,2018-19,Regular,31,37,W
9/22/2018,Southern Miss,Rice,40,22,Visitor,2018-19,Regular,18,62,W
9/22/2018,Houston,Texas Southern,70,14,Visitor,2018-19,Regular,56,84,W
9/22/2018,Ohio State,Tulane,49,6,Visitor,2018-19,Regular,43,55,W
9/22/2018,BYU,McNeese St,30,3,Visitor,2018-19,Regular,27,33,W
9/22/2018,Massachusetts,Charlotte U,49,31,Visitor,2018-19,Regular,18,80,W
9/22/2018,Texas,TCU,31,16,Visitor,2018-19,Regular,15,47,W
9/22/2018,SMU,Navy,31,30,Visitor,2018-19,Regular,1,61,W
9/22/2018,Florida State,Northern Illinois,37,19,Visitor,2018-19,Regular,18,56,W
9/22/2018,Syracuse,Connecticut,51,21,Visitor,2018-19,Regular,30,72,W
9/22/2018,Colorado State,Illinois State,19,35,Visitor,2018-19,Regular,-16,54,L
9/22/2018,Tennessee,Florida,21,47,Visitor,2018-19,Regular,-26,68,L
9/22/2018,UL Lafayette,Coastal Carolina,28,30,Visitor,2018-19,Regular,-2,58,L
9/22/2018,Oregon,Stanford,31,38,Visitor,2018-19,Regular,-7,69,L
9/22/2018,Duke,North Carolina Central,55,13,Visitor,2018-19,Regular,42,68,W
9/22/2018,Mississippi,Kent,38,17,Visitor,2018-19,Regular,21,55,W
9/22/2018,Ball State,Western Kentucky,20,28,Visitor,2018-19,Regular,-8,48,L
9/22/2018,Vanderbilt,South Carolina,14,37,Visitor,2018-19,Regular,-23,51,L
9/22/2018,Arkansas State,UNLV,27,20,Visitor,2018-19,Regular,7,47,W
9/22/2018,Bowling Green,Miami Ohio,23,38,Visitor,2018-19,Regular,-15,61,L
9/22/2018,UTEP,New Mexico State,20,27,Visitor,2018-19,Regular,-7,47,L
9/22/2018,LSU,Louisiana Tech,38,21,Visitor,2018-19,Regular,17,59,W
9/22/2018,Miami Florida,Florida Intl,31,17,Visitor,2018-19,Regular,14,48,W
9/22/2018,Wake Forest,Notre Dame,27,56,Visitor,2018-19,Regular,-29,83,L
9/22/2018,Georgia State,Western Michigan,15,34,Visitor,2018-19,Regular,-19,49,L
9/22/2018,Liberty,North Texas,7,47,Visitor,2018-19,Regular,-40,54,L
9/22/2018,Iowa State,Akron,26,13,Visitor,2018-19,Regular,13,39,W
9/22/2018,Indiana,Michigan State,21,35,Visitor,2018-19,Regular,-14,56,L
9/22/2018,UL Monroe,Troy,27,35,Visitor,2018-19,Regular,-8,62,L
9/22/2018,Cincinnati,Ohio,34,30,Visitor,2018-19,Regular,4,64,W
9/22/2018,UTSA,Texas State,25,21,Visitor,2018-19,Regular,4,46,W
9/22/2018,Alabama,Texas A&M,45,23,Visitor,2018-19,Regular,22,68,W
9/22/2018,Rutgers,Buffalo,13,42,Visitor,2018-19,Regular,-29,55,L
9/22/2018,Georgia Tech,Clemson,21,49,Visitor,2018-19,Regular,-28,70,L
9/22/2018,South Florida,East Carolina,20,13,Visitor,2018-19,Regular,7,33,W
9/22/2018,Oklahoma,Army,28,21,Visitor,2018-19,Regular,7,49,W
9/22/2018,Marshall,NC State,20,37,Visitor,2018-19,Regular,-17,57,L
9/22/2018,Oregon State,Arizona,14,35,Visitor,2018-19,Regular,-21,49,L
9/22/2018,Oklahoma State,Texas Tech,17,41,Visitor,2018-19,Regular,-24,58,L
9/22/2018,San Diego State,Eastern Michigan,23,20,Visitor,2018-19,Regular,3,43,W
9/22/2018,Iowa,Wisconsin,17,28,Visitor,2018-19,Regular,-11,45,L
9/22/2018,Memphis,South Alabama,52,35,Visitor,2018-19,Regular,17,87,W
9/22/2018,Washington,Arizona State,27,20,Visitor,2018-19,Regular,7,47,W
9/23/2018,Hawaii,Duquesne,42,21,Visitor,2018-19,Regular,21,63,W
9/27/2018,Miami Florida,North Carolina,47,10,Visitor,2018-19,Regular,37,57,W
9/28/2018,Tulane,Memphis,40,24,Visitor,2018-19,Regular,16,64,W
9/28/2018,Colorado,UCLA,38,16,Visitor,2018-19,Regular,22,54,W
9/29/2018,Kansas State,Texas,14,19,Visitor,2018-19,Regular,-5,33,L
9/29/2018,Rutgers,Indiana,17,24,Visitor,2018-19,Regular,-7,41,L
9/29/2018,Northwestern,Michigan,17,20,Visitor,2018-19,Regular,-3,37,L
9/29/2018,Ball State,Kent,52,24,Visitor,2018-19,Regular,28,76,W
9/29/2018,NC State,Virginia,35,21,Visitor,2018-19,Regular,14,56,W
9/29/2018,Texas A&M,Arkansas,24,17,Neutral,2018-19,Regular,7,41,W
9/29/2018,Arizona State,Oregon State,52,24,Visitor,2018-19,Regular,28,76,W
9/29/2018,Oklahoma,Baylor,66,33,Visitor,2018-19,Regular,33,99,W
9/29/2018,UAB,Charlotte U,28,7,Visitor,2018-19,Regular,21,35,W
9/29/2018,Georgia State,UL Monroe,46,14,Visitor,2018-19,Regular,32,60,W
9/29/2018,Louisville,Florida State,24,28,Visitor,2018-19,Regular,-4,52,L
9/29/2018,Miami Ohio,Western Michigan,39,40,Visitor,2018-19,Regular,-1,79,L
9/29/2018,Georgia Southern,Arkansas State,28,21,Visitor,2018-19,Regular,7,49,W
9/29/2018,Washington,BYU,35,7,Visitor,2018-19,Regular,28,42,W
9/29/2018,Troy,Coastal Carolina,45,21,Visitor,2018-19,Regular,24,66,W
9/29/2018,Georgia Tech,Bowling Green,63,17,Visitor,2018-19,Regular,46,80,W
9/29/2018,Wake Forest,Rice,56,24,Visitor,2018-19,Regular,32,80,W
9/29/2018,Penn State,Ohio State,26,27,Visitor,2018-19,Regular,-1,53,L
9/29/2018,Central Florida,Pittsburgh,45,14,Visitor,2018-19,Regular,31,59,W
9/29/2018,San Jose State,Hawaii,41,44,Visitor,2018-19,Regular,-3,85,L
9/29/2018,Western Kentucky,Marshall,17,20,Visitor,2018-19,Regular,-3,37,L
9/29/2018,Kentucky,South Carolina,24,10,Visitor,2018-19,Regular,14,34,W
9/29/2018,Middle Tenn St,Florida Atlantic,25,24,Visitor,2018-19,Regular,1,49,W
9/29/2018,Ohio,Massachusetts,58,42,Visitor,2018-19,Regular,16,100,W
9/29/2018,Fresno State,Toledo,49,27,Visitor,2018-19,Regular,22,76,W
9/29/2018,Washington State,Utah,28,24,Visitor,2018-19,Regular,4,52,W
9/29/2018,Appalachian St,South Alabama,52,7,Visitor,2018-19,Regular,45,59,W
9/29/2018,LSU,Mississippi,45,16,Visitor,2018-19,Regular,29,61,W
9/29/2018,Notre Dame,Stanford,38,17,Visitor,2018-19,Regular,21,55,W
9/29/2018,Buffalo,Army,13,42,Visitor,2018-19,Regular,-29,55,L
9/29/2018,Texas A&M,Arkansas,24,17,Neutral,2018-19,Regular,7,41,W
9/29/2018,Vanderbilt,Tennessee State,31,27,Visitor,2018-19,Regular,4,58,W
9/29/2018,SMU,Houston Baptist,63,27,Visitor,2018-19,Regular,36,90,W
9/29/2018,Florida Intl,Arkansas Pine Bluff,55,9,Visitor,2018-19,Regular,46,64,W
9/29/2018,Texas Tech,West Virginia,34,42,Visitor,2018-19,Regular,-8,76,L
9/29/2018,Kansas,Oklahoma State,28,48,Visitor,2018-19,Regular,-20,76,L
9/29/2018,California,Oregon,24,42,Visitor,2018-19,Regular,-18,66,L
9/29/2018,Arizona,USC,20,24,Visitor,2018-19,Regular,-4,44,L
9/29/2018,Alabama,UL Lafayette,56,14,Visitor,2018-19,Regular,42,70,W
9/29/2018,Eastern Michigan,Northern Illinois,23,26,Visitor,2018-19,Regular,-3,49,L
9/29/2018,Connecticut,Cincinnati,7,49,Visitor,2018-19,Regular,-42,56,L
9/29/2018,Boston College,Temple,45,35,Visitor,2018-19,Regular,10,80,W
9/29/2018,Wyoming,Boise State,14,34,Visitor,2018-19,Regular,-20,48,L
9/29/2018,Georgia,Tennessee,38,12,Visitor,2018-19,Regular,26,50,W
9/29/2018,East Carolina,Old Dominion,37,35,Visitor,2018-19,Regular,2,72,W
9/29/2018,New Mexico,Liberty,43,52,Visitor,2018-19,Regular,-9,95,L
9/29/2018,Air Force,Nevada,25,28,Visitor,2018-19,Regular,-3,53,L
9/29/2018,TCU,Iowa State,17,14,Visitor,2018-19,Regular,3,31,W
9/29/2018,Michigan State,Central Michigan,31,20,Visitor,2018-19,Regular,11,51,W
9/29/2018,Nebraska,Purdue,28,42,Visitor,2018-19,Regular,-14,70,L
9/29/2018,Mississippi St,Florida,6,13,Visitor,2018-19,Regular,-7,19,L
9/29/2018,North Texas,Louisiana Tech,27,29,Visitor,2018-19,Regular,-2,56,L
9/29/2018,Clemson,Syracuse,27,23,Visitor,2018-19,Regular,4,50,W
9/29/2018,Auburn,Southern Miss,24,13,Visitor,2018-19,Regular,11,37,W
9/29/2018,UTSA,UTEP,30,21,Visitor,2018-19,Regular,9,51,W
9/29/2018,Duke,Virginia Tech,14,31,Visitor,2018-19,Regular,-17,45,L
10/4/2018,Troy,Georgia State,37,20,Visitor,2018-19,Regular,17,57,W
10/4/2018,Houston,Tulsa,41,26,Visitor,2018-19,Regular,15,67,W
10/5/2018,Marshall,Middle Tenn St,24,34,Visitor,2018-19,Regular,-10,58,L
10/5/2018,Louisville,Georgia Tech,31,66,Visitor,2018-19,Regular,-35,97,L
10/5/2018,BYU,Utah State,20,45,Visitor,2018-19,Regular,-25,65,L
10/6/2018,UCLA,Washington,24,31,Visitor,2018-19,Regular,-7,55,L
10/6/2018,Memphis,Connecticut,55,14,Visitor,2018-19,Regular,41,69,W
10/6/2018,Texas,Oklahoma,48,45,Neutral,2018-19,Regular,3,93,W
10/6/2018,South Carolina,Missouri,37,35,Visitor,2018-19,Regular,2,72,W
10/6/2018,Central Florida,SMU,48,20,Visitor,2018-19,Regular,28,68,W
10/6/2018,Georgia,Vanderbilt,41,13,Visitor,2018-19,Regular,28,54,W
10/6/2018,Kent,Ohio,26,27,Visitor,2018-19,Regular,-1,53,L
10/6/2018,New Mexico State,Liberty,49,41,Visitor,2018-19,Regular,8,90,W
10/6/2018,Georgia Southern,South Alabama,48,13,Visitor,2018-19,Regular,35,61,W
10/6/2018,Temple,East Carolina,49,6,Visitor,2018-19,Regular,43,55,W
10/6/2018,Arkansas,Alabama,31,65,Visitor,2018-19,Regular,-34,96,L
10/6/2018,Air Force,Navy,35,7,Visitor,2018-19,Regular,28,42,W
10/6/2018,UTEP,North Texas,24,27,Visitor,2018-19,Regular,-3,51,L
10/6/2018,Arizona,California,24,17,Visitor,2018-19,Regular,7,41,W
10/6/2018,Texas A&M,Kentucky,20,14,Visitor,2018-19,Regular,6,34,W
10/6/2018,Cincinnati,Tulane,37,21,Visitor,2018-19,Regular,16,58,W
10/6/2018,Colorado,Arizona State,28,21,Visitor,2018-19,Regular,7,49,W
10/6/2018,Mississippi St,Auburn,23,9,Visitor,2018-19,Regular,14,32,W
10/6/2018,Florida,LSU,27,19,Visitor,2018-19,Regular,8,46,W
10/6/2018,Pittsburgh,Syracuse,44,37,Visitor,2018-19,Regular,7,81,W
10/6/2018,Michigan,Maryland,42,21,Visitor,2018-19,Regular,21,63,W
10/6/2018,Florida Atlantic,Old Dominion,52,33,Visitor,2018-19,Regular,19,85,W
10/6/2018,Mississippi,UL Monroe,70,21,Visitor,2018-19,Regular,49,91,W
10/6/2018,Massachusetts,South Florida,42,58,Visitor,2018-19,Regular,-16,100,L
10/6/2018,Toledo,Bowling Green,52,36,Visitor,2018-19,Regular,16,88,W
10/6/2018,Stanford,Utah,21,40,Visitor,2018-19,Regular,-19,61,L
10/6/2018,Akron,Miami Ohio,17,41,Visitor,2018-19,Regular,-24,58,L
10/6/2018,Texas State,UL Lafayette,27,42,Visitor,2018-19,Regular,-15,69,L
10/6/2018,Miami Florida,Florida State,28,27,Visitor,2018-19,Regular,1,55,W
10/6/2018,Rutgers,Illinois,17,38,Visitor,2018-19,Regular,-21,55,L
10/6/2018,Wisconsin,Nebraska,41,24,Visitor,2018-19,Regular,17,65,W
10/6/2018,Central Michigan,Buffalo,24,34,Visitor,2018-19,Regular,-10,58,L
10/6/2018,Oklahoma State,Iowa State,42,48,Visitor,2018-19,Regular,-6,90,L
10/6/2018,Virginia Tech,Notre Dame,23,45,Visitor,2018-19,Regular,-22,68,L
10/6/2018,Baylor,Kansas State,37,34,Visitor,2018-19,Regular,3,71,W
10/6/2018,Oregon State,Washington State,37,56,Visitor,2018-19,Regular,-19,93,L
10/6/2018,Western Michigan,Eastern Michigan,27,24,Visitor,2018-19,Regular,3,51,W
10/6/2018,Boise State,San Diego State,13,19,Visitor,2018-19,Regular,-6,32,L
10/6/2018,Ohio State,Indiana,49,26,Visitor,2018-19,Regular,23,75,W
10/6/2018,San Jose State,Colorado State,30,42,Visitor,2018-19,Regular,-12,72,L
10/6/2018,Rice,UTSA,3,20,Visitor,2018-19,Regular,-17,23,L
10/6/2018,Louisiana Tech,UAB,7,28,Visitor,2018-19,Regular,-21,35,L
10/6/2018,Nevada,Fresno State,3,21,Visitor,2018-19,Regular,-18,24,L
10/6/2018,Wake Forest,Clemson,3,63,Visitor,2018-19,Regular,-60,66,L
10/6/2018,Minnesota,Iowa,31,48,Visitor,2018-19,Regular,-17,79,L
10/6/2018,NC State,Boston College,28,23,Visitor,2018-19,Regular,5,51,W
10/6/2018,UNLV,New Mexico,14,50,Visitor,2018-19,Regular,-36,64,L
10/6/2018,West Virginia,Kansas,38,22,Visitor,2018-19,Regular,16,60,W
10/6/2018,Ball State,Northern Illinois,16,24,Visitor,2018-19,Regular,-8,40,L
10/6/2018,Michigan State,Northwestern,19,29,Visitor,2018-19,Regular,-10,48,L
10/6/2018,Texas,Oklahoma,48,45,Neutral,2018-19,Regular,3,93,W
10/7/2018,Hawaii,Wyoming,17,13,Visitor,2018-19,Regular,4,30,W
10/9/2018,Arkansas State,Appalachian St,9,35,Visitor,2018-19,Regular,-26,44,L
10/11/2018,Texas State,Georgia Southern,13,15,Visitor,2018-19,Regular,-2,28,L
10/11/2018,TCU,Texas Tech,14,17,Visitor,2018-19,Regular,-3,31,L
10/12/2018,Tulsa,South Florida,24,25,Visitor,2018-19,Regular,-1,49,L
10/12/2018,Utah,Arizona,42,10,Visitor,2018-19,Regular,32,52,W
10/12/2018,San Diego State,Air Force,21,17,Visitor,2018-19,Regular,4,38,W
10/13/2018,BYU,Hawaii,49,23,Visitor,2018-19,Regular,26,72,W
10/13/2018,Arkansas,Mississippi,33,37,Visitor,2018-19,Regular,-4,70,L
10/13/2018,South Alabama,Alabama State,45,7,Visitor,2018-19,Regular,38,52,W
10/13/2018,Maryland,Rutgers,34,7,Visitor,2018-19,Regular,27,41,W
10/13/2018,USC,Colorado,31,20,Visitor,2018-19,Regular,11,51,W
10/13/2018,San Jose State,Army,3,52,Neutral,2018-19,Regular,-49,55,L
10/13/2018,Buffalo,Akron,24,6,Visitor,2018-19,Regular,18,30,W
10/13/2018,Michigan,Wisconsin,38,13,Visitor,2018-19,Regular,25,51,W
10/13/2018,Alabama,Missouri,39,10,Visitor,2018-19,Regular,29,49,W
10/13/2018,Iowa State,West Virginia,30,14,Visitor,2018-19,Regular,16,44,W
10/13/2018,North Texas,Southern Miss,30,7,Visitor,2018-19,Regular,23,37,W
10/13/2018,Eastern Michigan,Toledo,28,26,Visitor,2018-19,Regular,2,54,W
10/13/2018,Charlotte U,Western Kentucky,40,14,Visitor,2018-19,Regular,26,54,W
10/13/2018,Bowling Green,Western Michigan,35,42,Visitor,2018-19,Regular,-7,77,L
10/13/2018,Oregon,Washington,30,27,Visitor,2018-19,Regular,3,57,W
10/13/2018,Memphis,Central Florida,30,31,Visitor,2018-19,Regular,-1,61,L
10/13/2018,LSU,Georgia,36,16,Visitor,2018-19,Regular,20,52,W
10/13/2018,Utah State,UNLV,59,28,Visitor,2018-19,Regular,31,87,W
10/13/2018,Fresno State,Wyoming,27,3,Visitor,2018-19,Regular,24,30,W
10/13/2018,North Carolina,Virginia Tech,19,22,Visitor,2018-19,Regular,-3,41,L
10/13/2018,Boston College,Louisville,38,20,Visitor,2018-19,Regular,18,58,W
10/13/2018,Miami Ohio,Kent,31,6,Visitor,2018-19,Regular,25,37,W
10/13/2018,Colorado State,New Mexico,20,18,Visitor,2018-19,Regular,2,38,W
10/13/2018,Virginia,Miami Florida,16,13,Visitor,2018-19,Regular,3,29,W
10/13/2018,Kansas State,Oklahoma State,31,12,Visitor,2018-19,Regular,19,43,W
10/13/2018,UL Lafayette,New Mexico State,66,38,Visitor,2018-19,Regular,28,104,W
10/13/2018,Florida Intl,Middle Tenn St,24,21,Visitor,2018-19,Regular,3,45,W
10/13/2018,Liberty,Troy,22,16,Visitor,2018-19,Regular,6,38,W
10/13/2018,Nevada,Boise State,27,31,Visitor,2018-19,Regular,-4,58,L
10/13/2018,Northwestern,Nebraska,34,31,Visitor,2018-19,Regular,3,65,W
10/13/2018,Illinois,Purdue,7,46,Visitor,2018-19,Regular,-39,53,L
10/13/2018,Old Dominion,Marshall,20,42,Visitor,2018-19,Regular,-22,62,L
10/13/2018,South Carolina,Texas A&M,23,26,Visitor,2018-19,Regular,-3,49,L
10/13/2018,Navy,Temple,17,24,Visitor,2018-19,Regular,-7,41,L
10/13/2018,Ohio State,Minnesota,30,14,Visitor,2018-19,Regular,16,44,W
10/13/2018,East Carolina,Houston,20,42,Visitor,2018-19,Regular,-22,62,L
10/13/2018,Rice,UAB,0,42,Visitor,2018-19,Regular,-42,42,L
10/13/2018,Indiana,Iowa,16,42,Visitor,2018-19,Regular,-26,58,L
10/13/2018,Vanderbilt,Florida,27,37,Visitor,2018-19,Regular,-10,64,L
10/13/2018,Northern Illinois,Ohio,24,21,Visitor,2018-19,Regular,3,45,W
10/13/2018,San Jose State,Army,3,52,Neutral,2018-19,Regular,-49,55,L
10/13/2018,UTSA,Louisiana Tech,3,31,Visitor,2018-19,Regular,-28,34,L
10/13/2018,Notre Dame,Pittsburgh,19,14,Visitor,2018-19,Regular,5,33,W
10/13/2018,Auburn,Tennessee,24,30,Visitor,2018-19,Regular,-6,54,L
10/13/2018,Texas,Baylor,23,17,Visitor,2018-19,Regular,6,40,W
10/13/2018,Coastal Carolina,UL Monroe,20,45,Visitor,2018-19,Regular,-25,65,L
10/13/2018,Central Michigan,Ball State,23,24,Visitor,2018-19,Regular,-1,47,L
10/13/2018,Penn State,Michigan State,17,21,Visitor,2018-19,Regular,-4,38,L
10/13/2018,California,UCLA,7,37,Visitor,2018-19,Regular,-30,44,L
10/13/2018,Georgia Tech,Duke,14,28,Visitor,2018-19,Regular,-14,42,L
10/18/2018,Arkansas State,Georgia State,51,35,Visitor,2018-19,Regular,16,86,W
10/18/2018,Arizona State,Stanford,13,20,Visitor,2018-19,Regular,-7,33,L
10/19/2018,Boise State,Colorado State,56,28,Visitor,2018-19,Regular,28,84,W
10/19/2018,UNLV,Air Force,35,41,Visitor,2018-19,Regular,-6,76,L
10/20/2018,Ohio,Bowling Green,49,14,Visitor,2018-19,Regular,35,63,W
10/20/2018,Utah,USC,41,28,Visitor,2018-19,Regular,13,69,W
10/20/2018,Washington State,Oregon,34,20,Visitor,2018-19,Regular,14,54,W
10/20/2018,Marshall,Florida Atlantic,31,7,Visitor,2018-19,Regular,24,38,W
10/20/2018,Kent,Akron,23,24,Visitor,2018-19,Regular,-1,47,L
10/20/2018,Clemson,NC State,41,7,Visitor,2018-19,Regular,34,48,W
10/20/2018,Iowa,Maryland,23,0,Visitor,2018-19,Regular,23,23,W
10/20/2018,LSU,Mississippi St,19,3,Visitor,2018-19,Regular,16,22,W
10/20/2018,Temple,Cincinnati,24,17,Visitor,2018-19,Regular,7,41,W
10/20/2018,Wyoming,Utah State,16,24,Visitor,2018-19,Regular,-8,40,L
10/20/2018,Missouri,Memphis,65,33,Visitor,2018-19,Regular,32,98,W
10/20/2018,Purdue,Ohio State,49,20,Visitor,2018-19,Regular,29,69,W
10/20/2018,Nebraska,Minnesota,53,28,Visitor,2018-19,Regular,25,81,W
10/20/2018,Wisconsin,Illinois,49,20,Visitor,2018-19,Regular,29,69,W
10/20/2018,Texas Tech,Kansas,48,16,Visitor,2018-19,Regular,32,64,W
10/20/2018,Arkansas,Tulsa,23,0,Visitor,2018-19,Regular,23,23,W
10/20/2018,Florida State,Wake Forest,38,17,Visitor,2018-19,Regular,21,55,W
10/20/2018,Indiana,Penn State,28,33,Visitor,2018-19,Regular,-5,61,L
10/20/2018,UAB,North Texas,29,21,Visitor,2018-19,Regular,8,50,W
10/20/2018,Rutgers,Northwestern,15,18,Visitor,2018-19,Regular,-3,33,L
10/20/2018,Liberty,Idaho State,48,41,Visitor,2018-19,Regular,7,89,W
10/20/2018,Ball State,Eastern Michigan,20,42,Visitor,2018-19,Regular,-22,62,L
10/20/2018,Southern Miss,UTSA,27,17,Visitor,2018-19,Regular,10,44,W
10/20/2018,TCU,Oklahoma,27,52,Visitor,2018-19,Regular,-25,79,L
10/20/2018,Toledo,Buffalo,17,31,Visitor,2018-19,Regular,-14,48,L
10/20/2018,East Carolina,Central Florida,10,37,Visitor,2018-19,Regular,-27,47,L
10/20/2018,Navy,Houston,36,49,Visitor,2018-19,Regular,-13,85,L
10/20/2018,Kentucky,Vanderbilt,14,7,Visitor,2018-19,Regular,7,21,W
10/20/2018,New Mexico,Fresno State,7,38,Visitor,2018-19,Regular,-31,45,L
10/20/2018,Oregon State,California,7,49,Visitor,2018-19,Regular,-42,56,L
10/20/2018,San Diego State,San Jose State,16,13,Visitor,2018-19,Regular,3,29,W
10/20/2018,Michigan State,Michigan,7,21,Visitor,2018-19,Regular,-14,28,L
10/20/2018,Western Kentucky,Old Dominion,34,37,Visitor,2018-19,Regular,-3,71,L
10/20/2018,Middle Tenn St,Charlotte U,21,13,Visitor,2018-19,Regular,8,34,W
10/20/2018,Florida Intl,Rice,36,17,Visitor,2018-19,Regular,19,53,W
10/20/2018,Washington,Colorado,27,13,Visitor,2018-19,Regular,14,40,W
10/20/2018,Appalachian St,UL Lafayette,27,17,Visitor,2018-19,Regular,10,44,W
10/20/2018,UCLA,Arizona,31,30,Visitor,2018-19,Regular,1,61,W
10/20/2018,Duke,Virginia,14,28,Visitor,2018-19,Regular,-14,42,L
10/20/2018,New Mexico State,Georgia Southern,31,48,Visitor,2018-19,Regular,-17,79,L
10/20/2018,Army,Miami Ohio,31,30,Visitor,2018-19,Regular,1,61,W
10/20/2018,Mississippi,Auburn,16,31,Visitor,2018-19,Regular,-15,47,L
