Date,Home Team,Visitor Team,Home Score,Visitor Score,Location,Season,Season Type,Spread,Total,Result
12/23/2015,Bowling Green,Georgia Southern,27,58,Neutral,2015-16,Postseason,-31,85,L
12/23/2015,Northern Illinois,Boise State,7,55,Neutral,2015-16,Postseason,-48,62,L
12/23/2015,Northern Illinois,Boise State,7,55,Neutral,2015-16,Postseason,-48,62,L
12/23/2015,Bowling Green,Georgia Southern,27,58,Neutral,2015-16,Postseason,-31,85,L
12/24/2015,Western Michigan,Middle Tenn St,45,31,Neutral,2015-16,Postseason,14,76,W
12/24/2015,San Diego State,Cincinnati,42,7,Neutral,2015-16,Postseason,35,49,W
12/24/2015,San Diego State,Cincinnati,42,7,Neutral,2015-16,Postseason,35,49,W
12/24/2015,Western Michigan,Middle Tenn St,45,31,Neutral,2015-16,Postseason,14,76,W
12/26/2015,UCLA,Nebraska,29,37,Neutral,2015-16,Postseason,-8,66,L
12/26/2015,Virginia Tech,Tulsa,55,52,Neutral,2015-16,Postseason,3,107,W
12/26/2015,Duke,Indiana,44,41,Neutral,2015-16,Postseason,3,85,W
12/26/2015,Washington,Southern Miss,44,31,Neutral,2015-16,Postseason,13,75,W
12/26/2015,Washington State,Miami Florida,20,14,Neutral,2015-16,Postseason,6,34,W
12/26/2015,Marshall,Connecticut,16,10,Neutral,2015-16,Postseason,6,26,W
12/26/2015,Washington State,Miami Florida,20,14,Neutral,2015-16,Postseason,6,34,W
12/26/2015,Washington,Southern Miss,44,31,Neutral,2015-16,Postseason,13,75,W
12/26/2015,Virginia Tech,Tulsa,55,52,Neutral,2015-16,Postseason,3,107,W
12/26/2015,UCLA,Nebraska,29,37,Neutral,2015-16,Postseason,-8,66,L
12/26/2015,Duke,Indiana,44,41,Neutral,2015-16,Postseason,3,85,W
12/26/2015,Marshall,Connecticut,16,10,Neutral,2015-16,Postseason,6,26,W
12/28/2015,Minnesota,Central Michigan,21,14,Neutral,2015-16,Postseason,7,35,W
12/28/2015,Navy,Pittsburgh,44,28,Visitor,2015-16,Postseason,16,72,W
12/28/2015,Minnesota,Central Michigan,21,14,Neutral,2015-16,Postseason,7,35,W
12/29/2015,LSU,Texas Tech,56,27,Neutral,2015-16,Postseason,29,83,W
12/29/2015,Colorado State,Nevada,23,28,Neutral,2015-16,Postseason,-5,51,L
12/29/2015,North Carolina,Baylor,38,49,Neutral,2015-16,Postseason,-11,87,L
12/29/2015,California,Air Force,55,36,Neutral,2015-16,Postseason,19,91,W
12/29/2015,Colorado State,Nevada,23,28,Neutral,2015-16,Postseason,-5,51,L
12/29/2015,North Carolina,Baylor,38,49,Neutral,2015-16,Postseason,-11,87,L
12/29/2015,California,Air Force,55,36,Neutral,2015-16,Postseason,19,91,W
12/29/2015,LSU,Texas Tech,56,27,Neutral,2015-16,Postseason,29,83,W
12/30/2015,USC,Wisconsin,21,23,Neutral,2015-16,Postseason,-2,44,L
12/30/2015,Texas A&M,Louisville,21,27,Neutral,2015-16,Postseason,-6,48,L
12/30/2015,Mississippi St,NC State,51,28,Neutral,2015-16,Postseason,23,79,W
12/30/2015,Auburn,Memphis,31,10,Neutral,2015-16,Postseason,21,41,W
12/30/2015,USC,Wisconsin,21,23,Neutral,2015-16,Postseason,-2,44,L
12/30/2015,Auburn,Memphis,31,10,Neutral,2015-16,Postseason,21,41,W
12/30/2015,Texas A&M,Louisville,21,27,Neutral,2015-16,Postseason,-6,48,L
12/30/2015,Mississippi St,NC State,51,28,Neutral,2015-16,Postseason,23,79,W
12/31/2015,Alabama,Michigan State,38,0,Neutral,2015-16,Postseason,38,38,W
12/31/2015,Clemson,Oklahoma,37,17,Neutral,2015-16,Postseason,20,54,W
12/31/2015,Florida State,Houston,24,38,Neutral,2015-16,Postseason,-14,62,L
12/31/2015,Alabama,Michigan State,38,0,Neutral,2015-16,Postseason,38,38,W
12/31/2015,Florida State,Houston,24,38,Neutral,2015-16,Postseason,-14,62,L
12/31/2015,Clemson,Oklahoma,37,17,Neutral,2015-16,Postseason,20,54,W
1/1/2016,Ohio State,Notre Dame,44,28,Neutral,2015-16,Postseason,16,72,W
1/1/2016,Stanford,Iowa,45,16,Neutral,2015-16,Postseason,29,61,W
1/1/2016,Oklahoma State,Mississippi,20,48,Neutral,2015-16,Postseason,-28,68,L
1/1/2016,Michigan,Florida,41,7,Neutral,2015-16,Postseason,34,48,W
1/1/2016,Northwestern,Tennessee,6,45,Neutral,2015-16,Postseason,-39,51,L
1/1/2016,Northwestern,Tennessee,6,45,Neutral,2015-16,Postseason,-39,51,L
1/1/2016,Ohio State,Notre Dame,44,28,Neutral,2015-16,Postseason,16,72,W
1/1/2016,Stanford,Iowa,45,16,Neutral,2015-16,Postseason,29,61,W
1/1/2016,Oklahoma State,Mississippi,20,48,Neutral,2015-16,Postseason,-28,68,L
1/1/2016,Michigan,Florida,41,7,Neutral,2015-16,Postseason,34,48,W
1/2/2016,Arizona State,West Virginia,42,43,Neutral,2015-16,Postseason,-1,85,L
1/2/2016,Oregon,TCU,41,47,Neutral,2015-16,Postseason,-6,88,L
1/2/2016,Arkansas,Kansas State,45,23,Neutral,2015-16,Postseason,22,68,W
1/2/2016,Georgia,Penn State,24,17,Neutral,2015-16,Postseason,7,41,W
1/2/2016,Arizona State,West Virginia,42,43,Neutral,2015-16,Postseason,-1,85,L
1/2/2016,Georgia,Penn State,24,17,Neutral,2015-16,Postseason,7,41,W
1/2/2016,Arkansas,Kansas State,45,23,Neutral,2015-16,Postseason,22,68,W
1/2/2016,Oregon,TCU,41,47,Neutral,2015-16,Postseason,-6,88,L
1/9/2016,North Dakota State,Jacksonville State,37,10,Neutral,2015-16,Postseason,27,47,W
1/9/2016,North Dakota State,Jacksonville State,37,10,Neutral,2015-16,Postseason,27,47,W
1/11/2016,Clemson,Alabama,40,45,Neutral,2015-16,Postseason,-5,85,L
1/11/2016,Clemson,Alabama,40,45,Neutral,2015-16,Postseason,-5,85,L
8/26/2016,Hawaii,California,31,51,Neutral,2016-17,Regular,-20,82,L
8/26/2016,Hawaii,California,31,51,Neutral,2016-17,Regular,-20,82,L
9/1/2016,Louisville,Charlotte U,70,14,Visitor,2016-17,Regular,56,84,W
9/1/2016,Western Kentucky,Rice,46,14,Visitor,2016-17,Regular,32,60,W
9/1/2016,Central Michigan,Presbyterian,49,3,Visitor,2016-17,Regular,46,52,W
9/1/2016,NC State,William & Mary,48,14,Visitor,2016-17,Regular,34,62,W
9/1/2016,Utah State,Weber State,45,6,Visitor,2016-17,Regular,39,51,W
9/1/2016,New Mexico,South Dakota,48,21,Visitor,2016-17,Regular,27,69,W
9/1/2016,UNLV,Jackson State,63,13,Visitor,2016-17,Regular,50,76,W
9/1/2016,Florida Intl,Indiana,13,34,Visitor,2016-17,Regular,-21,47,L
9/1/2016,Tennessee,Appalachian St,20,13,Visitor,2016-17,Regular,7,33,W
9/1/2016,Vanderbilt,South Carolina,10,13,Visitor,2016-17,Regular,-3,23,L
9/1/2016,Cincinnati,Tennessee-Martin,28,7,Visitor,2016-17,Regular,21,35,W
9/1/2016,Idaho,Montana State,20,17,Visitor,2016-17,Regular,3,37,W
9/1/2016,Connecticut,Maine,24,21,Visitor,2016-17,Regular,3,45,W
9/1/2016,Utah,Southern Utah,24,0,Visitor,2016-17,Regular,24,24,W
9/1/2016,Wake Forest,Tulane,7,3,Visitor,2016-17,Regular,4,10,W
9/1/2016,Minnesota,Oregon State,30,23,Visitor,2016-17,Regular,7,53,W
9/2/2016,Colorado,Colorado State,44,7,Neutral,2016-17,Regular,37,51,W
9/2/2016,Stanford,Kansas State,26,13,Visitor,2016-17,Regular,13,39,W
9/2/2016,Eastern Michigan,Mississippi Valley State,61,14,Visitor,2016-17,Regular,47,75,W
9/2/2016,Syracuse,Colgate,33,7,Visitor,2016-17,Regular,26,40,W
9/2/2016,Temple,Army,13,28,Visitor,2016-17,Regular,-15,41,L
9/2/2016,Buffalo,Albany,16,22,Visitor,2016-17,Regular,-6,38,L
9/2/2016,Arkansas State,Toledo,10,31,Visitor,2016-17,Regular,-21,41,L
9/2/2016,Georgia State,Ball State,21,31,Visitor,2016-17,Regular,-10,52,L
9/2/2016,Colorado,Colorado State,44,7,Neutral,2016-17,Regular,37,51,W
9/2/2016,Michigan State,Furman,28,13,Visitor,2016-17,Regular,15,41,W
9/2/2016,Baylor,Northwestern State,55,7,Visitor,2016-17,Regular,48,62,W
9/2/2016,Nevada,Cal Poly,30,27,Visitor,2016-17,Regular,3,57,W
9/3/2016,Michigan,Hawaii,63,3,Visitor,2016-17,Regular,60,66,W
9/3/2016,Ohio State,Bowling Green,77,10,Visitor,2016-17,Regular,67,87,W
9/3/2016,West Virginia,Missouri,26,11,Visitor,2016-17,Regular,15,37,W
9/3/2016,UTEP,New Mexico State,38,22,Visitor,2016-17,Regular,16,60,W
9/3/2016,Auburn,Clemson,13,19,Visitor,2016-17,Regular,-6,32,L
9/3/2016,Texas A&M,UCLA,31,24,Visitor,2016-17,Regular,7,55,W
9/3/2016,Tulsa,San Jose State,45,10,Visitor,2016-17,Regular,35,55,W
9/3/2016,Washington,Rutgers,48,13,Visitor,2016-17,Regular,35,61,W
9/3/2016,Wisconsin,LSU,16,14,Neutral,2016-17,Regular,2,30,W
9/3/2016,Georgia,North Carolina,33,24,Neutral,2016-17,Regular,9,57,W
9/3/2016,Houston,Oklahoma,33,23,Neutral,2016-17,Regular,10,56,W
9/3/2016,Nebraska,Fresno State,43,10,Visitor,2016-17,Regular,33,53,W
9/3/2016,Alabama,USC,52,6,Neutral,2016-17,Regular,46,58,W
9/3/2016,Arizona,BYU,16,18,Neutral,2016-17,Regular,-2,34,L
9/3/2016,Wyoming,Northern Illinois,40,34,Visitor,2016-17,Regular,6,74,W
9/3/2016,Navy,Fordham,52,16,Visitor,2016-17,Regular,36,68,W
9/3/2016,Illinois,Murray State,52,3,Visitor,2016-17,Regular,49,55,W
9/3/2016,Oklahoma State,SE Louisiana,61,7,Visitor,2016-17,Regular,54,68,W
9/3/2016,Miami Florida,Florida A&M,70,3,Visitor,2016-17,Regular,67,73,W
9/3/2016,Duke,North Carolina Central,49,6,Visitor,2016-17,Regular,43,55,W
9/3/2016,East Carolina,Western Carolina,52,7,Visitor,2016-17,Regular,45,59,W
9/3/2016,South Florida,Towson,56,20,Visitor,2016-17,Regular,36,76,W
9/3/2016,Middle Tenn St,Alabama A&M,55,0,Visitor,2016-17,Regular,55,55,W
9/3/2016,Kansas,Rhode Island,55,6,Visitor,2016-17,Regular,49,61,W
9/3/2016,UL Monroe,Southern,38,21,Visitor,2016-17,Regular,17,59,W
9/3/2016,Central Florida,South Carolina State,38,0,Visitor,2016-17,Regular,38,38,W
9/3/2016,Texas Tech,Stephen Austin,69,17,Visitor,2016-17,Regular,52,86,W
9/3/2016,Arizona State,Northern Arizona,44,13,Visitor,2016-17,Regular,31,57,W
9/3/2016,Boston College,Georgia Tech,14,17,Neutral,2016-17,Regular,-3,31,L
9/3/2016,Boston College,Georgia Tech,14,17,Neutral,2016-17,Regular,-3,31,L
9/3/2016,San Diego State,New Hampshire,31,0,Visitor,2016-17,Regular,31,31,W
9/3/2016,Northwestern,Western Michigan,21,22,Visitor,2016-17,Regular,-1,43,L
9/3/2016,Kentucky,Southern Miss,35,44,Visitor,2016-17,Regular,-9,79,L
9/3/2016,UTSA,Alabama State,26,13,Visitor,2016-17,Regular,13,39,W
9/3/2016,Purdue,Eastern Kentucky,45,24,Visitor,2016-17,Regular,21,69,W
9/3/2016,Arkansas,Louisiana Tech,21,20,Visitor,2016-17,Regular,1,41,W
9/3/2016,Troy,Austin Peay,57,17,Visitor,2016-17,Regular,40,74,W
9/3/2016,Iowa,Miami Ohio,45,21,Visitor,2016-17,Regular,24,66,W
9/3/2016,Florida,Massachusetts,24,7,Visitor,2016-17,Regular,17,31,W
9/3/2016,Alabama,USC,52,6,Neutral,2016-17,Regular,46,58,W
9/3/2016,Arizona,BYU,16,18,Neutral,2016-17,Regular,-2,34,L
9/3/2016,Maryland,Howard,52,13,Visitor,2016-17,Regular,39,65,W
9/3/2016,Air Force,Abilene Christian,37,21,Visitor,2016-17,Regular,16,58,W
9/3/2016,Virginia,Richmond,20,37,Visitor,2016-17,Regular,-17,57,L
9/3/2016,Oregon,UC Davis,53,28,Visitor,2016-17,Regular,25,81,W
9/3/2016,Georgia Southern,Savannah State,54,0,Visitor,2016-17,Regular,54,54,W
9/3/2016,Akron,VMI,47,24,Visitor,2016-17,Regular,23,71,W
9/3/2016,Memphis,SE Missouri State,35,17,Visitor,2016-17,Regular,18,52,W
9/3/2016,Washington State,Eastern Washington,42,45,Visitor,2016-17,Regular,-3,87,L
9/3/2016,Iowa State,Northern Iowa,20,25,Visitor,2016-17,Regular,-5,45,L
9/3/2016,UL Lafayette,Boise State,10,45,Visitor,2016-17,Regular,-35,55,L
9/3/2016,Florida Atlantic,So Illinois,38,30,Visitor,2016-17,Regular,8,68,W
9/3/2016,Wisconsin,LSU,16,14,Neutral,2016-17,Regular,2,30,W
9/3/2016,Houston,Oklahoma,33,23,Neutral,2016-17,Regular,10,56,W
9/3/2016,TCU,South Dakota State,59,41,Visitor,2016-17,Regular,18,100,W
9/3/2016,North Texas,SMU,21,34,Visitor,2016-17,Regular,-13,55,L
9/3/2016,Virginia Tech,Liberty,36,13,Visitor,2016-17,Regular,23,49,W
9/3/2016,Pittsburgh,Villanova,28,7,Visitor,2016-17,Regular,21,35,W
9/3/2016,Penn State,Kent,33,13,Visitor,2016-17,Regular,20,46,W
9/3/2016,Georgia,North Carolina,33,24,Neutral,2016-17,Regular,9,57,W
9/3/2016,Mississippi St,South Alabama,20,21,Visitor,2016-17,Regular,-1,41,L
9/3/2016,Ohio,Texas State,54,56,Visitor,2016-17,Regular,-2,110,L
9/4/2016,Texas,Notre Dame,50,47,Visitor,2016-17,Regular,3,97,W
9/4/2016,Old Dominion,Hampton,54,21,Visitor,2016-17,Regular,33,75,W
9/5/2016,Florida State,Mississippi,45,34,Neutral,2016-17,Regular,11,79,W
9/5/2016,Florida State,Mississippi,45,34,Neutral,2016-17,Regular,11,79,W
9/9/2016,Syracuse,Louisville,28,62,Visitor,2016-17,Regular,-34,90,L
9/9/2016,Florida Intl,Maryland,14,41,Visitor,2016-17,Regular,-27,55,L
9/10/2016,East Carolina,NC State,33,30,Visitor,2016-17,Regular,3,63,W
9/10/2016,Wisconsin,Akron,54,10,Visitor,2016-17,Regular,44,64,W
9/10/2016,Ohio State,Tulsa,48,3,Visitor,2016-17,Regular,45,51,W
9/10/2016,South Florida,Northern Illinois,48,17,Visitor,2016-17,Regular,31,65,W
9/10/2016,Air Force,Georgia State,48,14,Visitor,2016-17,Regular,34,62,W
9/10/2016,Notre Dame,Nevada,39,10,Visitor,2016-17,Regular,29,49,W
9/10/2016,Florida,Kentucky,45,7,Visitor,2016-17,Regular,38,52,W
9/10/2016,Alabama,Western Kentucky,38,10,Visitor,2016-17,Regular,28,48,W
9/10/2016,Navy,Connecticut,28,24,Visitor,2016-17,Regular,4,52,W
9/10/2016,Vanderbilt,Middle Tenn St,47,24,Visitor,2016-17,Regular,23,71,W
9/10/2016,Colorado State,UTSA,23,14,Visitor,2016-17,Regular,9,37,W
9/10/2016,Washington,Idaho,59,14,Visitor,2016-17,Regular,45,73,W
9/10/2016,Texas,UTEP,41,7,Visitor,2016-17,Regular,34,48,W
9/10/2016,Auburn,Arkansas State,51,14,Visitor,2016-17,Regular,37,65,W
9/10/2016,Miami Florida,Florida Atlantic,38,10,Visitor,2016-17,Regular,28,48,W
9/10/2016,Mississippi St,South Carolina,27,14,Visitor,2016-17,Regular,13,41,W
9/10/2016,Iowa,Iowa State,42,3,Visitor,2016-17,Regular,39,45,W
9/10/2016,Tennessee,Virginia Tech,45,24,Neutral,2016-17,Regular,21,69,W
9/10/2016,Nebraska,Wyoming,52,17,Visitor,2016-17,Regular,35,69,W
9/10/2016,USC,Utah State,45,7,Visitor,2016-17,Regular,38,52,W
9/10/2016,New Mexico State,New Mexico,32,31,Visitor,2016-17,Regular,1,63,W
9/10/2016,Arizona State,Texas Tech,68,55,Visitor,2016-17,Regular,13,123,W
9/10/2016,Army,Rice,31,14,Visitor,2016-17,Regular,17,45,W
9/10/2016,Michigan,Central Florida,51,14,Visitor,2016-17,Regular,37,65,W
9/10/2016,Appalachian St,Old Dominion,31,7,Visitor,2016-17,Regular,24,38,W
9/10/2016,Missouri,Eastern Michigan,61,21,Visitor,2016-17,Regular,40,82,W
9/10/2016,Minnesota,Indiana State,58,28,Visitor,2016-17,Regular,30,86,W
9/10/2016,Texas A&M,Prairie View,67,0,Visitor,2016-17,Regular,67,67,W
9/10/2016,Colorado,Idaho State,56,7,Visitor,2016-17,Regular,49,63,W
9/10/2016,UL Lafayette,McNeese St,30,22,Visitor,2016-17,Regular,8,52,W
9/10/2016,Western Michigan,North Carolina Central,70,21,Visitor,2016-17,Regular,49,91,W
9/10/2016,Toledo,Maine,45,3,Visitor,2016-17,Regular,42,48,W
9/10/2016,Temple,Stony Brook,38,0,Visitor,2016-17,Regular,38,38,W
9/10/2016,Marshall,Morgan State,62,0,Visitor,2016-17,Regular,62,62,W
9/10/2016,Charlotte U,Elon,47,14,Visitor,2016-17,Regular,33,61,W
9/10/2016,North Texas,Bethune Cookman,41,20,Visitor,2016-17,Regular,21,61,W
9/10/2016,Tulane,Southern,66,21,Visitor,2016-17,Regular,45,87,W
9/10/2016,Pittsburgh,Penn State,42,39,Visitor,2016-17,Regular,3,81,W
9/10/2016,West Virginia,Youngstown State,38,21,Visitor,2016-17,Regular,17,59,W
9/10/2016,Southern Miss,Savannah State,56,0,Visitor,2016-17,Regular,56,56,W
9/10/2016,Kansas,Ohio,21,37,Visitor,2016-17,Regular,-16,58,L
9/10/2016,Louisiana Tech,South Carolina State,53,24,Visitor,2016-17,Regular,29,77,W
9/10/2016,Purdue,Cincinnati,20,38,Visitor,2016-17,Regular,-18,58,L
9/10/2016,Boise State,Washington State,31,28,Visitor,2016-17,Regular,3,59,W
9/10/2016,San Diego State,California,45,40,Visitor,2016-17,Regular,5,85,W
9/10/2016,TCU,Arkansas,38,41,Visitor,2016-17,Regular,-3,79,L
9/10/2016,Oregon,Virginia,44,26,Visitor,2016-17,Regular,18,70,W
9/10/2016,Massachusetts,Boston College,7,26,Visitor,2016-17,Regular,-19,33,L
9/10/2016,Florida State,Charleston Southern,52,8,Visitor,2016-17,Regular,44,60,W
9/10/2016,Kent,North Carolina A&T,36,39,Visitor,2016-17,Regular,-3,75,L
9/10/2016,LSU,Jacksonville State,34,13,Visitor,2016-17,Regular,21,47,W
9/10/2016,Houston,Lamar,42,0,Visitor,2016-17,Regular,42,42,W
9/10/2016,Rutgers,Howard,52,14,Visitor,2016-17,Regular,38,66,W
9/10/2016,Miami Ohio,Eastern Illinois,17,21,Visitor,2016-17,Regular,-4,38,L
9/10/2016,Northwestern,Illinois State,7,9,Visitor,2016-17,Regular,-2,16,L
9/10/2016,Mississippi,Wofford,38,13,Visitor,2016-17,Regular,25,51,W
9/10/2016,Oklahoma State,Central Michigan,27,30,Visitor,2016-17,Regular,-3,57,L
9/10/2016,Clemson,Troy,30,24,Visitor,2016-17,Regular,6,54,W
9/10/2016,Oklahoma,UL Monroe,59,17,Visitor,2016-17,Regular,42,76,W
9/10/2016,Baylor,SMU,40,13,Visitor,2016-17,Regular,27,53,W
9/10/2016,Tennessee,Virginia Tech,45,24,Neutral,2016-17,Regular,21,69,W
9/10/2016,Arizona,Grambling State,31,21,Visitor,2016-17,Regular,10,52,W
9/10/2016,Georgia,Nicholls State,26,24,Visitor,2016-17,Regular,2,50,W
9/10/2016,Duke,Wake Forest,14,24,Visitor,2016-17,Regular,-10,38,L
9/10/2016,Utah,BYU,20,19,Visitor,2016-17,Regular,1,39,W
9/10/2016,South Alabama,Georgia Southern,9,24,Visitor,2016-17,Regular,-15,33,L
9/10/2016,UCLA,UNLV,42,21,Visitor,2016-17,Regular,21,63,W
9/10/2016,Indiana,Ball State,30,20,Visitor,2016-17,Regular,10,50,W
9/10/2016,Bowling Green,North Dakota,27,26,Visitor,2016-17,Regular,1,53,W
9/10/2016,Illinois,North Carolina,23,48,Visitor,2016-17,Regular,-25,71,L
9/15/2016,Cincinnati,Houston,16,40,Visitor,2016-17,Regular,-24,56,L
9/16/2016,Rice,Baylor,10,38,Visitor,2016-17,Regular,-28,48,L
9/16/2016,Utah State,Arkansas State,34,20,Visitor,2016-17,Regular,14,54,W
9/16/2016,UTSA,Arizona State,28,32,Visitor,2016-17,Regular,-4,60,L
9/17/2016,Massachusetts,Florida Intl,21,13,Visitor,2016-17,Regular,8,34,W
9/17/2016,Louisville,Florida State,63,20,Visitor,2016-17,Regular,43,83,W
9/17/2016,South Carolina,East Carolina,20,15,Visitor,2016-17,Regular,5,35,W
9/17/2016,Central Florida,Maryland,24,30,Visitor,2016-17,Regular,-6,54,L
9/17/2016,Memphis,Kansas,43,7,Visitor,2016-17,Regular,36,50,W
9/17/2016,Rutgers,New Mexico,37,28,Visitor,2016-17,Regular,9,65,W
9/17/2016,Georgia Tech,Vanderbilt,38,7,Visitor,2016-17,Regular,31,45,W
9/17/2016,Washington State,Idaho,56,6,Visitor,2016-17,Regular,50,62,W
9/17/2016,Central Michigan,UNLV,44,21,Visitor,2016-17,Regular,23,65,W
9/17/2016,Kansas State,Florida Atlantic,63,7,Visitor,2016-17,Regular,56,70,W
9/17/2016,Toledo,Fresno State,52,17,Visitor,2016-17,Regular,35,69,W
9/17/2016,Virginia Tech,Boston College,49,0,Visitor,2016-17,Regular,49,49,W
9/17/2016,Miami Ohio,Western Kentucky,24,31,Visitor,2016-17,Regular,-7,55,L
9/17/2016,Texas Tech,Louisiana Tech,59,45,Visitor,2016-17,Regular,14,104,W
9/17/2016,Oklahoma State,Pittsburgh,45,38,Visitor,2016-17,Regular,7,83,W
9/17/2016,Arkansas,Texas State,42,3,Neutral,2016-17,Regular,39,45,W
9/17/2016,BYU,UCLA,14,17,Visitor,2016-17,Regular,-3,31,L
9/17/2016,NC State,Old Dominion,49,22,Visitor,2016-17,Regular,27,71,W
9/17/2016,UL Lafayette,South Alabama,28,23,Visitor,2016-17,Regular,5,51,W
9/17/2016,Northwestern,Duke,24,13,Visitor,2016-17,Regular,11,37,W
9/17/2016,Missouri,Georgia,27,28,Visitor,2016-17,Regular,-1,55,L
9/17/2016,Stanford,USC,27,10,Visitor,2016-17,Regular,17,37,W
9/17/2016,Nevada,Buffalo,38,14,Visitor,2016-17,Regular,24,52,W
9/17/2016,California,Texas,50,43,Visitor,2016-17,Regular,7,93,W
9/17/2016,Tulsa,North Carolina A&T,58,21,Visitor,2016-17,Regular,37,79,W
9/17/2016,Ball State,Eastern Kentucky,41,14,Visitor,2016-17,Regular,27,55,W
9/17/2016,Kent,Monmouth,27,7,Visitor,2016-17,Regular,20,34,W
9/17/2016,North Carolina,James Madison,56,28,Visitor,2016-17,Regular,28,84,W
9/17/2016,Mississippi,Alabama,43,48,Visitor,2016-17,Regular,-5,91,L
9/17/2016,Colorado State,Northern Colorado,47,21,Visitor,2016-17,Regular,26,68,W
9/17/2016,SMU,Liberty,29,14,Visitor,2016-17,Regular,15,43,W
9/17/2016,Connecticut,Virginia,13,10,Visitor,2016-17,Regular,3,23,W
9/17/2016,Nebraska,Oregon,35,32,Visitor,2016-17,Regular,3,67,W
9/17/2016,Tulane,Navy,14,21,Visitor,2016-17,Regular,-7,35,L
9/17/2016,Bowling Green,Middle Tenn St,21,41,Visitor,2016-17,Regular,-20,62,L
9/17/2016,Iowa,North Dakota State,21,23,Visitor,2016-17,Regular,-2,44,L
9/17/2016,Oregon State,Idaho State,37,7,Visitor,2016-17,Regular,30,44,W
9/17/2016,Georgia Southern,UL Monroe,23,21,Visitor,2016-17,Regular,2,44,W
9/17/2016,Wake Forest,Delaware,38,21,Visitor,2016-17,Regular,17,59,W
9/17/2016,Illinois,Western Michigan,10,34,Visitor,2016-17,Regular,-24,44,L
9/17/2016,Notre Dame,Michigan State,28,36,Visitor,2016-17,Regular,-8,64,L
9/17/2016,Wisconsin,Georgia State,23,17,Visitor,2016-17,Regular,6,40,W
9/17/2016,Wyoming,UC Davis,45,22,Visitor,2016-17,Regular,23,67,W
9/17/2016,Washington,Portland State,41,3,Visitor,2016-17,Regular,38,44,W
9/17/2016,Michigan,Colorado,45,28,Visitor,2016-17,Regular,17,73,W
9/17/2016,Southern Miss,Troy,31,37,Visitor,2016-17,Regular,-6,68,L
9/17/2016,LSU,Mississippi St,23,20,Visitor,2016-17,Regular,3,43,W
9/17/2016,Penn State,Temple,34,27,Visitor,2016-17,Regular,7,61,W
9/17/2016,Charlotte U,Eastern Michigan,19,37,Visitor,2016-17,Regular,-18,56,L
9/17/2016,Marshall,Akron,38,65,Visitor,2016-17,Regular,-27,103,L
9/17/2016,UTEP,Army,14,66,Visitor,2016-17,Regular,-52,80,L
9/17/2016,Northern Illinois,San Diego State,28,42,Visitor,2016-17,Regular,-14,70,L
9/17/2016,Kentucky,New Mexico State,62,42,Visitor,2016-17,Regular,20,104,W
9/17/2016,Arkansas,Texas State,42,3,Neutral,2016-17,Regular,39,45,W
9/17/2016,Oklahoma,Ohio State,24,45,Visitor,2016-17,Regular,-21,69,L
9/17/2016,San Jose State,Utah,17,34,Visitor,2016-17,Regular,-17,51,L
9/17/2016,Tennessee,Ohio,28,19,Visitor,2016-17,Regular,9,47,W
9/17/2016,Florida,North Texas,32,0,Visitor,2016-17,Regular,32,32,W
9/17/2016,Syracuse,South Florida,20,45,Visitor,2016-17,Regular,-25,65,L
9/17/2016,Arizona,Hawaii,47,28,Visitor,2016-17,Regular,19,75,W
9/17/2016,Auburn,Texas A&M,16,29,Visitor,2016-17,Regular,-13,45,L
9/17/2016,TCU,Iowa State,41,20,Visitor,2016-17,Regular,21,61,W
9/17/2016,Appalachian St,Miami Florida,10,45,Visitor,2016-17,Regular,-35,55,L
9/22/2016,Georgia Tech,Clemson,7,26,Visitor,2016-17,Regular,-19,33,L
9/23/2016,Eastern Michigan,Wyoming,27,24,Visitor,2016-17,Regular,3,51,W
9/23/2016,Utah,USC,31,27,Visitor,2016-17,Regular,4,58,W
9/23/2016,SMU,TCU,3,33,Visitor,2016-17,Regular,-30,36,L
9/24/2016,Temple,Charlotte U,48,20,Visitor,2016-17,Regular,28,68,W
9/24/2016,Iowa State,San Jose State,44,10,Visitor,2016-17,Regular,34,54,W
9/24/2016,Massachusetts,Mississippi St,35,47,Visitor,2016-17,Regular,-12,82,L
9/24/2016,Old Dominion,UTSA,33,19,Visitor,2016-17,Regular,14,52,W
9/24/2016,Fresno State,Tulsa,41,48,Visitor,2016-17,Regular,-7,89,L
9/24/2016,Purdue,Nevada,24,14,Visitor,2016-17,Regular,10,38,W
9/24/2016,Buffalo,Army,23,20,Visitor,2016-17,Regular,3,43,W
9/24/2016,Rutgers,Iowa,7,14,Visitor,2016-17,Regular,-7,21,L
9/24/2016,Michigan,Penn State,49,10,Visitor,2016-17,Regular,39,59,W
9/24/2016,Connecticut,Syracuse,24,31,Neutral,2016-17,Regular,-7,55,L
9/24/2016,Virginia Tech,East Carolina,54,17,Visitor,2016-17,Regular,37,71,W
9/24/2016,Western Michigan,Georgia Southern,49,31,Visitor,2016-17,Regular,18,80,W
9/24/2016,West Virginia,BYU,35,32,Neutral,2016-17,Regular,3,67,W
9/24/2016,Memphis,Bowling Green,77,3,Visitor,2016-17,Regular,74,80,W
9/24/2016,Virginia,Central Michigan,49,35,Visitor,2016-17,Regular,14,84,W
9/24/2016,Baylor,Oklahoma State,35,24,Visitor,2016-17,Regular,11,59,W
9/24/2016,Arizona State,California,51,41,Visitor,2016-17,Regular,10,92,W
